Experiment	CLAMPoints-dat	
Date	04.05.2016 18:50:04	
User		
X (m)	-2.000000E-7	
Y (m)	-2.000000E-7	
Tip Information	Tip  (  )	
Sample material		
CLAM Mode	0	
Pass Energy (eV)	100.000000	
Retarding Ratio	10.000000	
Focus Mode	1	
Focus (%)	0.600000	
Channeltron front (V)	200.000000	
Channeltron rear (V)	3600.000000	
Integration Time (ms)	100.000000	

[DATA]
Energy (eV)	Current (A)	Counter 2 (cps)	Bias (V)	Z (m)
70.0000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
70.2000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
70.4000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
70.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
70.8000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
71.0000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
71.2000E+0	-49.4233E-9	50.0000E+0	-85.4000E+0	-187.000E-9
71.4000E+0	-49.4232E-9	150.000E+0	-85.4000E+0	-187.000E-9
71.6000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
71.8000E+0	-49.4231E-9	0.00000E+0	-85.4000E+0	-187.000E-9
72.0000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
72.2000E+0	-49.4232E-9	50.0000E+0	-85.4000E+0	-187.000E-9
72.4000E+0	-49.4232E-9	100.000E+0	-85.4000E+0	-187.000E-9
72.6000E+0	-49.4231E-9	0.00000E+0	-85.4000E+0	-187.000E-9
72.8000E+0	-49.4232E-9	50.0000E+0	-85.4000E+0	-187.000E-9
73.0000E+0	-49.4230E-9	0.00000E+0	-85.4000E+0	-187.000E-9
73.2000E+0	-49.4230E-9	0.00000E+0	-85.4000E+0	-187.000E-9
73.4000E+0	-49.4232E-9	150.000E+0	-85.4000E+0	-187.000E-9
73.6000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
73.8000E+0	-49.4233E-9	100.000E+0	-85.4000E+0	-187.000E-9
74.0000E+0	-49.4233E-9	50.0000E+0	-85.4000E+0	-187.000E-9
74.2000E+0	-49.4231E-9	0.00000E+0	-85.4000E+0	-187.000E-9
74.4000E+0	-49.4233E-9	100.000E+0	-85.4000E+0	-187.000E-9
74.6000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
74.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
75.0000E+0	-49.4234E-9	150.000E+0	-85.4000E+0	-187.000E-9
75.2000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
75.4000E+0	-49.4233E-9	50.0000E+0	-85.4000E+0	-187.000E-9
75.6000E+0	-49.4235E-9	200.000E+0	-85.4000E+0	-187.000E-9
75.8000E+0	-49.4234E-9	100.000E+0	-85.4000E+0	-187.000E-9
76.0000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
76.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
76.4000E+0	-49.4235E-9	150.000E+0	-85.4000E+0	-187.000E-9
76.6000E+0	-49.4233E-9	150.000E+0	-85.4000E+0	-187.000E-9
76.8000E+0	-49.4233E-9	50.0000E+0	-85.4000E+0	-187.000E-9
77.0000E+0	-49.4233E-9	50.0000E+0	-85.4000E+0	-187.000E-9
77.2000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
77.4000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
77.6000E+0	-49.4234E-9	150.000E+0	-85.4000E+0	-187.000E-9
77.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
78.0000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
78.2000E+0	-49.4232E-9	100.000E+0	-85.4000E+0	-187.000E-9
78.4000E+0	-49.4235E-9	200.000E+0	-85.4000E+0	-187.000E-9
78.6000E+0	-49.4234E-9	350.000E+0	-85.4000E+0	-187.000E-9
78.8000E+0	-49.4233E-9	200.000E+0	-85.4000E+0	-187.000E-9
79.0000E+0	-49.4235E-9	250.000E+0	-85.4000E+0	-187.000E-9
79.2000E+0	-49.4232E-9	100.000E+0	-85.4000E+0	-187.000E-9
79.4000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
79.6000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
79.8000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
80.0000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
80.2000E+0	-49.4234E-9	200.000E+0	-85.4000E+0	-187.000E-9
80.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
80.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
80.8000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
81.0000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
81.2000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
81.4000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
81.6000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
81.8000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.0000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.2000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.4000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.8000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.0000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.4000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.0000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.2000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.4000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.6000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.8000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
85.0000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
85.2000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
85.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
85.4000E+0	-49.4238E-9	0.00000E+0	-85.4000E+0	-187.000E-9
85.2000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
85.0000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.6000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.4000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
84.0000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.8000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.6000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.2000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
83.0000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.8000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.6000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
82.0000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
81.8000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
81.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
81.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
81.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
81.0000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
80.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
80.6000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
80.4000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
80.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
80.0000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
79.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
79.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
79.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
79.2000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
79.0000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
78.8000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
78.6000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
78.4000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
78.2000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
78.0000E+0	-49.4235E-9	150.000E+0	-85.4000E+0	-187.000E-9
77.8000E+0	-49.4233E-9	100.000E+0	-85.4000E+0	-187.000E-9
77.6000E+0	-49.4233E-9	100.000E+0	-85.4000E+0	-187.000E-9
77.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
77.2000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
77.0000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
76.8000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
76.6000E+0	-49.4236E-9	150.000E+0	-85.4000E+0	-187.000E-9
76.4000E+0	-49.4235E-9	150.000E+0	-85.4000E+0	-187.000E-9
76.2000E+0	-49.4238E-9	100.000E+0	-85.4000E+0	-187.000E-9
76.0000E+0	-49.4238E-9	100.000E+0	-85.4000E+0	-187.000E-9
75.8000E+0	-49.4238E-9	0.00000E+0	-85.4000E+0	-187.000E-9
75.6000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
75.4000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
75.2000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
75.0000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
74.8000E+0	-49.4238E-9	0.00000E+0	-85.4000E+0	-187.000E-9
74.6000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
74.4000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
74.2000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
74.0000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
73.8000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
73.6000E+0	-49.4238E-9	0.00000E+0	-85.4000E+0	-187.000E-9
73.4000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
73.2000E+0	-49.4238E-9	0.00000E+0	-85.4000E+0	-187.000E-9
73.0000E+0	-49.4240E-9	0.00000E+0	-85.4000E+0	-187.000E-9
72.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
72.6000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
72.4000E+0	-49.4234E-9	100.000E+0	-85.4000E+0	-187.000E-9
72.2000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
72.0000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
71.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
71.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
71.4000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
71.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
71.0000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
70.8000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
70.6000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
70.4000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
70.2000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
70.0000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
69.8000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
69.6000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
69.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
69.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
69.0000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
68.8000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
68.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
68.4000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
68.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
68.0000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
67.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
67.6000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
67.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
67.2000E+0	-49.4238E-9	0.00000E+0	-85.4000E+0	-187.000E-9
67.0000E+0	-49.4237E-9	100.000E+0	-85.4000E+0	-187.000E-9
66.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
66.6000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
66.4000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
66.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
66.0000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
65.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
65.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
65.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
65.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
65.0000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
64.8000E+0	-49.4234E-9	150.000E+0	-85.4000E+0	-187.000E-9
64.6000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
64.4000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
64.2000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
64.0000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
63.8000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
63.6000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
63.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
63.2000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
63.0000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
62.8000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
62.6000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
62.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
62.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
62.0000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
61.8000E+0	-49.4234E-9	100.000E+0	-85.4000E+0	-187.000E-9
61.6000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
61.4000E+0	-49.4232E-9	150.000E+0	-85.4000E+0	-187.000E-9
61.2000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
61.0000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
60.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
60.6000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
60.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
60.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
60.0000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
59.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
59.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
59.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
59.2000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
59.0000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
58.8000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
58.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
58.4000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
58.2000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
58.0000E+0	-49.4233E-9	50.0000E+0	-85.4000E+0	-187.000E-9
57.8000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
57.6000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
57.4000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
57.2000E+0	-49.4234E-9	250.000E+0	-85.4000E+0	-187.000E-9
57.0000E+0	-49.4234E-9	250.000E+0	-85.4000E+0	-187.000E-9
56.8000E+0	-49.4237E-9	300.000E+0	-85.4000E+0	-187.000E-9
56.6000E+0	-49.4236E-9	200.000E+0	-85.4000E+0	-187.000E-9
56.4000E+0	-49.4236E-9	150.000E+0	-85.4000E+0	-187.000E-9
56.2000E+0	-49.4237E-9	200.000E+0	-85.4000E+0	-187.000E-9
56.0000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
55.8000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
55.6000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
55.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
55.2000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
55.0000E+0	-49.4234E-9	50.0000E+0	-85.4000E+0	-187.000E-9
54.8000E+0	-49.4232E-9	0.00000E+0	-85.4000E+0	-187.000E-9
54.6000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
54.4000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
54.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
54.0000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
53.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
53.6000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
53.4000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
53.2000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
53.0000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
52.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
52.6000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
52.4000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
52.2000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
52.0000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
51.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
51.6000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
51.4000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
51.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
51.0000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
50.8000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
50.6000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
50.4000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
50.2000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
50.0000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
49.8000E+0	-49.4234E-9	100.000E+0	-85.4000E+0	-187.000E-9
49.6000E+0	-49.4234E-9	100.000E+0	-85.4000E+0	-187.000E-9
49.4000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
49.2000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
49.0000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
48.8000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
48.6000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
48.4000E+0	-49.4237E-9	100.000E+0	-85.4000E+0	-187.000E-9
48.2000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
48.0000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
47.8000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
47.6000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
47.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
47.2000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
47.0000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
46.8000E+0	-49.4234E-9	100.000E+0	-85.4000E+0	-187.000E-9
46.6000E+0	-49.4238E-9	0.00000E+0	-85.4000E+0	-187.000E-9
46.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
46.2000E+0	-49.4234E-9	0.00000E+0	-85.4000E+0	-187.000E-9
46.0000E+0	-49.4236E-9	150.000E+0	-85.4000E+0	-187.000E-9
45.8000E+0	-49.4234E-9	100.000E+0	-85.4000E+0	-187.000E-9
45.6000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
45.4000E+0	-49.4234E-9	100.000E+0	-85.4000E+0	-187.000E-9
45.2000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
45.0000E+0	-49.4235E-9	150.000E+0	-85.4000E+0	-187.000E-9
44.8000E+0	-49.4236E-9	150.000E+0	-85.4000E+0	-187.000E-9
44.6000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
44.4000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
44.2000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
44.0000E+0	-49.4233E-9	0.00000E+0	-85.4000E+0	-187.000E-9
43.8000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
43.6000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
43.4000E+0	-49.4233E-9	50.0000E+0	-85.4000E+0	-187.000E-9
43.2000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
43.0000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
42.8000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
42.6000E+0	-49.4235E-9	100.000E+0	-85.4000E+0	-187.000E-9
42.4000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
42.2000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
42.0000E+0	-49.4235E-9	50.0000E+0	-85.4000E+0	-187.000E-9
41.8000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
41.6000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
41.4000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
41.2000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
41.0000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
40.8000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
40.6000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
40.4000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
40.2000E+0	-49.4238E-9	0.00000E+0	-85.4000E+0	-187.000E-9
40.0000E+0	-49.4239E-9	0.00000E+0	-85.4000E+0	-187.000E-9
39.8000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
39.6000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
39.4000E+0	-49.4238E-9	50.0000E+0	-85.4000E+0	-187.000E-9
39.2000E+0	-49.4237E-9	50.0000E+0	-85.4000E+0	-187.000E-9
39.0000E+0	-49.4238E-9	100.000E+0	-85.4000E+0	-187.000E-9
38.8000E+0	-49.4237E-9	150.000E+0	-85.4000E+0	-187.000E-9
38.6000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
38.4000E+0	-49.4238E-9	0.00000E+0	-85.4000E+0	-187.000E-9
38.2000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
38.0000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
37.8000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
37.6000E+0	-49.4235E-9	0.00000E+0	-85.4000E+0	-187.000E-9
37.4000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
37.2000E+0	-49.4238E-9	150.000E+0	-85.4000E+0	-187.000E-9
37.0000E+0	-49.4233E-9	50.0000E+0	-85.4000E+0	-187.000E-9
36.8000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
36.6000E+0	-49.4237E-9	0.00000E+0	-85.4000E+0	-187.000E-9
36.4000E+0	-49.4235E-9	150.000E+0	-85.4000E+0	-187.000E-9
36.2000E+0	-49.4236E-9	100.000E+0	-85.4000E+0	-187.000E-9
36.0000E+0	-49.4236E-9	50.0000E+0	-85.4000E+0	-187.000E-9
35.8000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
35.6000E+0	-49.4236E-9	0.00000E+0	-85.4000E+0	-187.000E-9
