Experiment	CLAMPoints-dat	
Date	14.06.2016 18:06:47	
User	Danilo	
X (m)	8.394886E-8	
Y (m)	-3.323447E-8	
Tip Information	Tip  (  )	
Sample material		
CLAM Mode	0	
Pass Energy (eV)	50.000000	
Retarding Ratio	10.000000	
Focus Mode	1	
Focus (%)	0.600000	
Channeltron front (V)	200.000000	
Channeltron rear (V)	3600.000000	
Integration Time (ms)	100.000000
loops	1

[DATA]
Energy (eV)	Current (A)	CLAM ctr (cp int.time)	Bias (V)	Z (m)
66.5000E+0	-430.295E-9	58.0000E+0	-99.4000E+0	-100.000E-9
66.7500E+0	-427.802E-9	76.0000E+0	-99.4000E+0	-100.000E-9
66.7500E+0	-429.505E-9	56.0000E+0	-99.4000E+0	-100.000E-9
67.0000E+0	-427.167E-9	62.0000E+0	-99.4000E+0	-100.000E-9
67.0000E+0	-426.647E-9	56.0000E+0	-99.4000E+0	-100.000E-9
67.2500E+0	-430.300E-9	64.0000E+0	-99.4000E+0	-100.000E-9
67.2500E+0	-429.637E-9	77.0000E+0	-99.4000E+0	-100.000E-9
67.5000E+0	-427.283E-9	51.0000E+0	-99.4000E+0	-100.000E-9
67.5000E+0	-426.399E-9	55.0000E+0	-99.4000E+0	-100.000E-9
67.7500E+0	-426.531E-9	66.0000E+0	-99.4000E+0	-100.000E-9
67.7500E+0	-429.409E-9	62.0000E+0	-99.4000E+0	-100.000E-9
68.0000E+0	-427.420E-9	50.0000E+0	-99.4000E+0	-100.000E-9
68.0000E+0	-427.848E-9	59.0000E+0	-99.4000E+0	-100.000E-9
68.2500E+0	-428.987E-9	63.0000E+0	-99.4000E+0	-100.000E-9
68.2500E+0	-425.840E-9	46.0000E+0	-99.4000E+0	-100.000E-9
68.5000E+0	-425.759E-9	49.0000E+0	-99.4000E+0	-100.000E-9
68.5000E+0	-426.381E-9	55.0000E+0	-99.4000E+0	-100.000E-9
68.7500E+0	-428.668E-9	64.0000E+0	-99.4000E+0	-100.000E-9
68.7500E+0	-426.777E-9	69.0000E+0	-99.4000E+0	-100.000E-9
69.0000E+0	-428.909E-9	70.0000E+0	-99.4000E+0	-100.000E-9
69.0000E+0	-425.781E-9	56.0000E+0	-99.4000E+0	-100.000E-9
69.2500E+0	-428.248E-9	47.0000E+0	-99.4000E+0	-100.000E-9
69.2500E+0	-426.231E-9	61.0000E+0	-99.4000E+0	-100.000E-9
69.5000E+0	-427.753E-9	64.0000E+0	-99.4000E+0	-100.000E-9
69.5000E+0	-423.520E-9	69.0000E+0	-99.4000E+0	-100.000E-9
69.7500E+0	-423.579E-9	49.0000E+0	-99.4000E+0	-100.000E-9
69.7500E+0	-423.913E-9	67.0000E+0	-99.4000E+0	-100.000E-9
70.0000E+0	-425.190E-9	63.0000E+0	-99.4000E+0	-100.000E-9
70.0000E+0	-423.233E-9	53.0000E+0	-99.4000E+0	-100.000E-9
70.2500E+0	-426.307E-9	58.0000E+0	-99.4000E+0	-100.000E-9
70.2500E+0	-423.218E-9	60.0000E+0	-99.4000E+0	-100.000E-9
70.5000E+0	-422.677E-9	61.0000E+0	-99.4000E+0	-100.000E-9
70.5000E+0	-425.521E-9	67.0000E+0	-99.4000E+0	-100.000E-9
70.7500E+0	-422.475E-9	46.0000E+0	-99.4000E+0	-100.000E-9
70.7500E+0	-421.897E-9	50.0000E+0	-99.4000E+0	-100.000E-9
71.0000E+0	-419.360E-9	68.0000E+0	-99.4000E+0	-100.000E-9
71.0000E+0	-420.779E-9	60.0000E+0	-99.4000E+0	-100.000E-9
71.2500E+0	-422.021E-9	69.0000E+0	-99.4000E+0	-100.000E-9
71.2500E+0	-419.165E-9	52.0000E+0	-99.4000E+0	-100.000E-9
71.5000E+0	-421.013E-9	56.0000E+0	-99.4000E+0	-100.000E-9
71.5000E+0	-420.107E-9	51.0000E+0	-99.4000E+0	-100.000E-9
71.7500E+0	-418.647E-9	51.0000E+0	-99.4000E+0	-100.000E-9
71.7500E+0	-418.877E-9	59.0000E+0	-99.4000E+0	-100.000E-9
72.0000E+0	-419.437E-9	39.0000E+0	-99.4000E+0	-100.000E-9
72.0000E+0	-419.276E-9	47.0000E+0	-99.4000E+0	-100.000E-9
72.2500E+0	-419.250E-9	61.0000E+0	-99.4000E+0	-100.000E-9
72.2500E+0	-420.673E-9	52.0000E+0	-99.4000E+0	-100.000E-9
72.5000E+0	-419.824E-9	63.0000E+0	-99.4000E+0	-100.000E-9
72.5000E+0	-418.694E-9	61.0000E+0	-99.4000E+0	-100.000E-9
72.7500E+0	-418.633E-9	61.0000E+0	-99.4000E+0	-100.000E-9
72.7500E+0	-423.733E-9	71.0000E+0	-99.4000E+0	-100.000E-9
73.0000E+0	-420.308E-9	53.0000E+0	-99.4000E+0	-100.000E-9
73.0000E+0	-421.220E-9	52.0000E+0	-99.4000E+0	-100.000E-9
73.2500E+0	-421.154E-9	59.0000E+0	-99.4000E+0	-100.000E-9
73.2500E+0	-421.383E-9	54.0000E+0	-99.4000E+0	-100.000E-9
73.5000E+0	-420.680E-9	45.0000E+0	-99.4000E+0	-100.000E-9
73.5000E+0	-420.044E-9	51.0000E+0	-99.4000E+0	-100.000E-9
73.7500E+0	-420.041E-9	61.0000E+0	-99.4000E+0	-100.000E-9
73.7500E+0	-421.071E-9	50.0000E+0	-99.4000E+0	-100.000E-9
74.0000E+0	-419.438E-9	60.0000E+0	-99.4000E+0	-100.000E-9
74.0000E+0	-419.639E-9	51.0000E+0	-99.4000E+0	-100.000E-9
74.2500E+0	-418.921E-9	53.0000E+0	-99.4000E+0	-100.000E-9
74.2500E+0	-422.199E-9	43.0000E+0	-99.4000E+0	-100.000E-9
74.5000E+0	-418.442E-9	50.0000E+0	-99.4000E+0	-100.000E-9
74.5000E+0	-418.335E-9	57.0000E+0	-99.4000E+0	-100.000E-9
74.7500E+0	-418.037E-9	44.0000E+0	-99.4000E+0	-100.000E-9
74.7500E+0	-421.749E-9	53.0000E+0	-99.4000E+0	-100.000E-9
75.0000E+0	-418.690E-9	42.0000E+0	-99.4000E+0	-100.000E-9
75.0000E+0	-418.590E-9	40.0000E+0	-99.4000E+0	-100.000E-9
75.2500E+0	-421.152E-9	42.0000E+0	-99.4000E+0	-100.000E-9
75.2500E+0	-422.481E-9	47.0000E+0	-99.4000E+0	-100.000E-9
75.5000E+0	-420.794E-9	43.0000E+0	-99.4000E+0	-100.000E-9
75.5000E+0	-420.432E-9	45.0000E+0	-99.4000E+0	-100.000E-9
75.7500E+0	-420.602E-9	44.0000E+0	-99.4000E+0	-100.000E-9
75.7500E+0	-420.426E-9	48.0000E+0	-99.4000E+0	-100.000E-9
76.0000E+0	-420.535E-9	50.0000E+0	-99.4000E+0	-100.000E-9
76.0000E+0	-420.424E-9	43.0000E+0	-99.4000E+0	-100.000E-9
76.2500E+0	-420.997E-9	53.0000E+0	-99.4000E+0	-100.000E-9
76.2500E+0	-419.960E-9	42.0000E+0	-99.4000E+0	-100.000E-9
76.5000E+0	-420.994E-9	50.0000E+0	-99.4000E+0	-100.000E-9
76.5000E+0	-423.640E-9	42.0000E+0	-99.4000E+0	-100.000E-9
76.7500E+0	-419.979E-9	39.0000E+0	-99.4000E+0	-100.000E-9
76.7500E+0	-419.892E-9	54.0000E+0	-99.4000E+0	-100.000E-9
77.0000E+0	-423.086E-9	52.0000E+0	-99.4000E+0	-100.000E-9
77.0000E+0	-420.389E-9	41.0000E+0	-99.4000E+0	-100.000E-9
77.2500E+0	-420.768E-9	45.0000E+0	-99.4000E+0	-100.000E-9
77.2500E+0	-420.084E-9	48.0000E+0	-99.4000E+0	-100.000E-9
77.5000E+0	-419.264E-9	55.0000E+0	-99.4000E+0	-100.000E-9
77.5000E+0	-421.336E-9	46.0000E+0	-99.4000E+0	-100.000E-9
77.7500E+0	-419.182E-9	47.0000E+0	-99.4000E+0	-100.000E-9
77.7500E+0	-418.814E-9	45.0000E+0	-99.4000E+0	-100.000E-9
78.0000E+0	-418.880E-9	39.0000E+0	-99.4000E+0	-100.000E-9
78.0000E+0	-419.906E-9	36.0000E+0	-99.4000E+0	-100.000E-9
78.2500E+0	-418.681E-9	50.0000E+0	-99.4000E+0	-100.000E-9
78.2500E+0	-418.734E-9	43.0000E+0	-99.4000E+0	-100.000E-9
78.5000E+0	-418.324E-9	45.0000E+0	-99.4000E+0	-100.000E-9
78.5000E+0	-421.027E-9	56.0000E+0	-99.4000E+0	-100.000E-9
78.7500E+0	-421.868E-9	46.0000E+0	-99.4000E+0	-100.000E-9
78.7500E+0	-418.214E-9	45.0000E+0	-99.4000E+0	-100.000E-9
79.0000E+0	-418.437E-9	41.0000E+0	-99.4000E+0	-100.000E-9
79.0000E+0	-418.216E-9	42.0000E+0	-99.4000E+0	-100.000E-9
79.2500E+0	-418.796E-9	35.0000E+0	-99.4000E+0	-100.000E-9
79.2500E+0	-420.275E-9	42.0000E+0	-99.4000E+0	-100.000E-9
79.5000E+0	-420.741E-9	42.0000E+0	-99.4000E+0	-100.000E-9
79.5000E+0	-424.205E-9	49.0000E+0	-99.4000E+0	-100.000E-9
79.7500E+0	-420.562E-9	35.0000E+0	-99.4000E+0	-100.000E-9
79.7500E+0	-419.498E-9	49.0000E+0	-99.4000E+0	-100.000E-9
80.0000E+0	-420.439E-9	28.0000E+0	-99.4000E+0	-100.000E-9
80.0000E+0	-419.526E-9	38.0000E+0	-99.4000E+0	-100.000E-9
80.2500E+0	-421.779E-9	35.0000E+0	-99.4000E+0	-100.000E-9
80.2500E+0	-418.474E-9	42.0000E+0	-99.4000E+0	-100.000E-9
80.5000E+0	-422.907E-9	37.0000E+0	-99.4000E+0	-100.000E-9
80.5000E+0	-419.481E-9	45.0000E+0	-99.4000E+0	-100.000E-9
80.7500E+0	-419.594E-9	36.0000E+0	-99.4000E+0	-100.000E-9
80.7500E+0	-423.143E-9	40.0000E+0	-99.4000E+0	-100.000E-9
81.0000E+0	-418.984E-9	53.0000E+0	-99.4000E+0	-100.000E-9
81.0000E+0	-418.706E-9	43.0000E+0	-99.4000E+0	-100.000E-9
81.2500E+0	-419.136E-9	38.0000E+0	-99.4000E+0	-100.000E-9
81.2500E+0	-419.429E-9	46.0000E+0	-99.4000E+0	-100.000E-9
81.5000E+0	-419.257E-9	31.0000E+0	-99.4000E+0	-100.000E-9
81.5000E+0	-419.206E-9	39.0000E+0	-99.4000E+0	-100.000E-9
81.7500E+0	-419.544E-9	41.0000E+0	-99.4000E+0	-100.000E-9
81.7500E+0	-420.496E-9	40.0000E+0	-99.4000E+0	-100.000E-9
82.0000E+0	-419.440E-9	37.0000E+0	-99.4000E+0	-100.000E-9
82.0000E+0	-416.977E-9	38.0000E+0	-99.4000E+0	-100.000E-9
82.2500E+0	-416.679E-9	40.0000E+0	-99.4000E+0	-100.000E-9
82.2500E+0	-418.444E-9	36.0000E+0	-99.4000E+0	-100.000E-9
82.5000E+0	-417.394E-9	33.0000E+0	-99.4000E+0	-100.000E-9
82.5000E+0	-420.893E-9	35.0000E+0	-99.4000E+0	-100.000E-9
82.7500E+0	-423.255E-9	35.0000E+0	-99.4000E+0	-100.000E-9
82.7500E+0	-421.553E-9	44.0000E+0	-99.4000E+0	-100.000E-9
83.0000E+0	-420.230E-9	31.0000E+0	-99.4000E+0	-100.000E-9
83.0000E+0	-419.949E-9	31.0000E+0	-99.4000E+0	-100.000E-9
83.2500E+0	-424.417E-9	38.0000E+0	-99.4000E+0	-100.000E-9
83.2500E+0	-420.343E-9	39.0000E+0	-99.4000E+0	-100.000E-9
83.5000E+0	-428.257E-9	33.0000E+0	-99.4000E+0	-100.000E-9
83.5000E+0	-426.088E-9	34.0000E+0	-99.4000E+0	-100.000E-9
83.7500E+0	-425.708E-9	32.0000E+0	-99.4000E+0	-100.000E-9
83.7500E+0	-424.825E-9	34.0000E+0	-99.4000E+0	-100.000E-9
84.0000E+0	-424.911E-9	37.0000E+0	-99.4000E+0	-100.000E-9
84.0000E+0	-423.934E-9	30.0000E+0	-99.4000E+0	-100.000E-9
84.2500E+0	-425.768E-9	32.0000E+0	-99.4000E+0	-100.000E-9
84.2500E+0	-424.537E-9	29.0000E+0	-99.4000E+0	-100.000E-9
84.5000E+0	-424.035E-9	30.0000E+0	-99.4000E+0	-100.000E-9
84.5000E+0	-423.598E-9	42.0000E+0	-99.4000E+0	-100.000E-9
84.7500E+0	-426.984E-9	29.0000E+0	-99.4000E+0	-100.000E-9
84.7500E+0	-423.467E-9	32.0000E+0	-99.4000E+0	-100.000E-9
85.0000E+0	-422.748E-9	38.0000E+0	-99.4000E+0	-100.000E-9
85.0000E+0	-426.833E-9	43.0000E+0	-99.4000E+0	-100.000E-9
85.2500E+0	-424.264E-9	21.0000E+0	-99.4000E+0	-100.000E-9
85.2500E+0	-424.495E-9	36.0000E+0	-99.4000E+0	-100.000E-9
85.5000E+0	-426.834E-9	34.0000E+0	-99.4000E+0	-100.000E-9
85.5000E+0	-425.078E-9	32.0000E+0	-99.4000E+0	-100.000E-9
85.7500E+0	-424.861E-9	27.0000E+0	-99.4000E+0	-100.000E-9
85.7500E+0	-425.994E-9	21.0000E+0	-99.4000E+0	-100.000E-9
86.0000E+0	-427.569E-9	30.0000E+0	-99.4000E+0	-100.000E-9
86.0000E+0	-424.362E-9	28.0000E+0	-99.4000E+0	-100.000E-9
86.2500E+0	-426.646E-9	30.0000E+0	-99.4000E+0	-100.000E-9
86.2500E+0	-424.250E-9	27.0000E+0	-99.4000E+0	-100.000E-9
86.5000E+0	-426.054E-9	25.0000E+0	-99.4000E+0	-100.000E-9
86.5000E+0	-423.492E-9	25.0000E+0	-99.4000E+0	-100.000E-9
86.7500E+0	-422.566E-9	32.0000E+0	-99.4000E+0	-100.000E-9
86.7500E+0	-422.506E-9	21.0000E+0	-99.4000E+0	-100.000E-9
87.0000E+0	-423.292E-9	23.0000E+0	-99.4000E+0	-100.000E-9
87.0000E+0	-422.918E-9	16.0000E+0	-99.4000E+0	-100.000E-9
87.2500E+0	-422.335E-9	27.0000E+0	-99.4000E+0	-100.000E-9
87.2500E+0	-422.051E-9	20.0000E+0	-99.4000E+0	-100.000E-9
87.5000E+0	-422.490E-9	22.0000E+0	-99.4000E+0	-100.000E-9
87.5000E+0	-422.464E-9	20.0000E+0	-99.4000E+0	-100.000E-9
87.7500E+0	-422.597E-9	22.0000E+0	-99.4000E+0	-100.000E-9
87.7500E+0	-422.931E-9	34.0000E+0	-99.4000E+0	-100.000E-9
88.0000E+0	-422.799E-9	26.0000E+0	-99.4000E+0	-100.000E-9
88.0000E+0	-423.842E-9	14.0000E+0	-99.4000E+0	-100.000E-9
88.2500E+0	-423.328E-9	18.0000E+0	-99.4000E+0	-100.000E-9
88.2500E+0	-423.692E-9	22.0000E+0	-99.4000E+0	-100.000E-9
88.5000E+0	-422.783E-9	14.0000E+0	-99.4000E+0	-100.000E-9
88.5000E+0	-422.837E-9	17.0000E+0	-99.4000E+0	-100.000E-9
88.7500E+0	-422.593E-9	19.0000E+0	-99.4000E+0	-100.000E-9
88.7500E+0	-425.167E-9	27.0000E+0	-99.4000E+0	-100.000E-9
89.0000E+0	-422.748E-9	11.0000E+0	-99.4000E+0	-100.000E-9
89.0000E+0	-423.823E-9	21.0000E+0	-99.4000E+0	-100.000E-9
89.2500E+0	-423.288E-9	24.0000E+0	-99.4000E+0	-100.000E-9
89.2500E+0	-422.905E-9	11.0000E+0	-99.4000E+0	-100.000E-9
89.5000E+0	-417.310E-9	24.0000E+0	-99.4000E+0	-100.000E-9
89.5000E+0	-427.697E-9	10.0000E+0	-99.4000E+0	-100.000E-9
89.7500E+0	-425.863E-9	18.0000E+0	-99.4000E+0	-100.000E-9
89.7500E+0	-425.479E-9	17.0000E+0	-99.4000E+0	-100.000E-9
90.0000E+0	-424.003E-9	20.0000E+0	-99.4000E+0	-100.000E-9
90.0000E+0	-427.416E-9	18.0000E+0	-99.4000E+0	-100.000E-9
90.2500E+0	-425.936E-9	14.0000E+0	-99.4000E+0	-100.000E-9
90.2500E+0	-424.949E-9	17.0000E+0	-99.4000E+0	-100.000E-9
90.5000E+0	-426.662E-9	16.0000E+0	-99.4000E+0	-100.000E-9
90.5000E+0	-424.415E-9	23.0000E+0	-99.4000E+0	-100.000E-9
90.7500E+0	-423.766E-9	13.0000E+0	-99.4000E+0	-100.000E-9
90.7500E+0	-425.777E-9	19.0000E+0	-99.4000E+0	-100.000E-9
91.0000E+0	-423.289E-9	25.0000E+0	-99.4000E+0	-100.000E-9
91.0000E+0	-422.663E-9	16.0000E+0	-99.4000E+0	-100.000E-9
91.2500E+0	-422.827E-9	24.0000E+0	-99.4000E+0	-100.000E-9
91.2500E+0	-422.883E-9	26.0000E+0	-99.4000E+0	-100.000E-9
91.5000E+0	-422.932E-9	23.0000E+0	-99.4000E+0	-100.000E-9
91.5000E+0	-423.189E-9	21.0000E+0	-99.4000E+0	-100.000E-9
91.7500E+0	-422.589E-9	36.0000E+0	-99.4000E+0	-100.000E-9
91.7500E+0	-424.739E-9	28.0000E+0	-99.4000E+0	-100.000E-9
92.0000E+0	-425.090E-9	45.0000E+0	-99.4000E+0	-100.000E-9
92.0000E+0	-422.379E-9	46.0000E+0	-99.4000E+0	-100.000E-9
92.2500E+0	-426.900E-9	41.0000E+0	-99.4000E+0	-100.000E-9
92.2500E+0	-426.615E-9	48.0000E+0	-99.4000E+0	-100.000E-9
92.5000E+0	-424.598E-9	50.0000E+0	-99.4000E+0	-100.000E-9
92.5000E+0	-426.926E-9	70.0000E+0	-99.4000E+0	-100.000E-9
92.7500E+0	-426.511E-9	59.0000E+0	-99.4000E+0	-100.000E-9
92.7500E+0	-423.142E-9	68.0000E+0	-99.4000E+0	-100.000E-9
93.0000E+0	-424.490E-9	75.0000E+0	-99.4000E+0	-100.000E-9
93.0000E+0	-424.488E-9	67.0000E+0	-99.4000E+0	-100.000E-9
93.2500E+0	-424.628E-9	61.0000E+0	-99.4000E+0	-100.000E-9
93.2500E+0	-425.747E-9	43.0000E+0	-99.4000E+0	-100.000E-9
93.5000E+0	-424.983E-9	47.0000E+0	-99.4000E+0	-100.000E-9
93.5000E+0	-426.453E-9	41.0000E+0	-99.4000E+0	-100.000E-9
93.7500E+0	-425.995E-9	25.0000E+0	-99.4000E+0	-100.000E-9
93.7500E+0	-424.652E-9	18.0000E+0	-99.4000E+0	-100.000E-9
94.0000E+0	-425.924E-9	16.0000E+0	-99.4000E+0	-100.000E-9
94.0000E+0	-425.844E-9	16.0000E+0	-99.4000E+0	-100.000E-9
94.2500E+0	-424.328E-9	5.00000E+0	-99.4000E+0	-100.000E-9
94.2500E+0	-425.845E-9	1.00000E+0	-99.4000E+0	-100.000E-9
94.5000E+0	-425.816E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.5000E+0	-425.199E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.7500E+0	-422.996E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.7500E+0	-422.827E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.0000E+0	-425.027E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.0000E+0	-423.862E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.2500E+0	-424.848E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.2500E+0	-423.288E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.5000E+0	-422.797E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.5000E+0	-425.309E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.7500E+0	-423.473E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.7500E+0	-425.117E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.0000E+0	-424.192E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.0000E+0	-422.692E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.2500E+0	-420.792E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.2500E+0	-419.878E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.5000E+0	-420.749E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.5000E+0	-420.502E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.7500E+0	-423.327E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.7500E+0	-421.955E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.0000E+0	-422.425E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.0000E+0	-421.523E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.2500E+0	-420.491E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.2500E+0	-421.076E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.5000E+0	-420.241E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.5000E+0	-421.084E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.7500E+0	-422.584E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.7500E+0	-419.899E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.0000E+0	-418.271E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.0000E+0	-420.864E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.2500E+0	-420.911E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.2500E+0	-418.974E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.5000E+0	-418.568E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.5000E+0	-419.164E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.7500E+0	-421.024E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.7500E+0	-420.482E-9	0.00000E+0	-99.4000E+0	-100.000E-9
99.0000E+0	-421.266E-9	0.00000E+0	-99.4000E+0	-100.000E-9
99.0000E+0	-421.703E-9	0.00000E+0	-99.4000E+0	-100.000E-9
99.2500E+0	-420.536E-9	0.00000E+0	-99.4000E+0	-100.000E-9
99.2500E+0	-419.843E-9	0.00000E+0	-99.4000E+0	-100.000E-9
99.2500E+0	-419.892E-9	0.00000E+0	-99.4000E+0	-100.000E-9
99.2500E+0	-418.878E-9	0.00000E+0	-99.4000E+0	-100.000E-9
99.0000E+0	-418.798E-9	0.00000E+0	-99.4000E+0	-100.000E-9
99.0000E+0	-418.440E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.7500E+0	-419.629E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.7500E+0	-418.747E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.5000E+0	-419.875E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.5000E+0	-419.747E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.2500E+0	-418.385E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.2500E+0	-417.142E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.0000E+0	-416.744E-9	0.00000E+0	-99.4000E+0	-100.000E-9
98.0000E+0	-419.221E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.7500E+0	-418.614E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.7500E+0	-418.610E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.5000E+0	-417.908E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.5000E+0	-417.867E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.2500E+0	-418.606E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.2500E+0	-417.911E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.0000E+0	-417.491E-9	0.00000E+0	-99.4000E+0	-100.000E-9
97.0000E+0	-417.959E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.7500E+0	-418.373E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.7500E+0	-417.842E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.5000E+0	-418.500E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.5000E+0	-418.207E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.2500E+0	-417.684E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.2500E+0	-418.312E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.0000E+0	-418.209E-9	0.00000E+0	-99.4000E+0	-100.000E-9
96.0000E+0	-417.743E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.7500E+0	-415.830E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.7500E+0	-419.772E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.5000E+0	-419.457E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.5000E+0	-422.284E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.2500E+0	-424.890E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.2500E+0	-424.274E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.0000E+0	-426.375E-9	0.00000E+0	-99.4000E+0	-100.000E-9
95.0000E+0	-424.227E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.7500E+0	-414.480E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.7500E+0	-416.367E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.5000E+0	-416.147E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.5000E+0	-414.259E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.2500E+0	-414.720E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.2500E+0	-409.731E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.0000E+0	-413.424E-9	0.00000E+0	-99.4000E+0	-100.000E-9
94.0000E+0	-413.696E-9	0.00000E+0	-99.4000E+0	-100.000E-9
93.7500E+0	-413.733E-9	0.00000E+0	-99.4000E+0	-100.000E-9
93.7500E+0	-414.194E-9	0.00000E+0	-99.4000E+0	-100.000E-9
93.5000E+0	-414.177E-9	0.00000E+0	-99.4000E+0	-100.000E-9
93.5000E+0	-413.346E-9	3.00000E+0	-99.4000E+0	-100.000E-9
93.2500E+0	-413.330E-9	5.00000E+0	-99.4000E+0	-100.000E-9
93.2500E+0	-413.680E-9	5.00000E+0	-99.4000E+0	-100.000E-9
93.0000E+0	-412.352E-9	10.0000E+0	-99.4000E+0	-100.000E-9
93.0000E+0	-412.798E-9	20.0000E+0	-99.4000E+0	-100.000E-9
92.7500E+0	-411.581E-9	24.0000E+0	-99.4000E+0	-100.000E-9
92.7500E+0	-412.394E-9	30.0000E+0	-99.4000E+0	-100.000E-9
92.5000E+0	-411.119E-9	44.0000E+0	-99.4000E+0	-100.000E-9
92.5000E+0	-414.161E-9	53.0000E+0	-99.4000E+0	-100.000E-9
92.2500E+0	-413.795E-9	53.0000E+0	-99.4000E+0	-100.000E-9
92.2500E+0	-413.398E-9	63.0000E+0	-99.4000E+0	-100.000E-9
92.0000E+0	-419.534E-9	65.0000E+0	-99.4000E+0	-100.000E-9
92.0000E+0	-416.990E-9	70.0000E+0	-99.4000E+0	-100.000E-9
91.7500E+0	-416.844E-9	63.0000E+0	-99.4000E+0	-100.000E-9
91.7500E+0	-418.380E-9	67.0000E+0	-99.4000E+0	-100.000E-9
91.5000E+0	-416.754E-9	52.0000E+0	-99.4000E+0	-100.000E-9
91.5000E+0	-419.445E-9	44.0000E+0	-99.4000E+0	-100.000E-9
91.2500E+0	-416.093E-9	37.0000E+0	-99.4000E+0	-100.000E-9
91.2500E+0	-416.960E-9	44.0000E+0	-99.4000E+0	-100.000E-9
91.0000E+0	-419.094E-9	40.0000E+0	-99.4000E+0	-100.000E-9
91.0000E+0	-418.356E-9	31.0000E+0	-99.4000E+0	-100.000E-9
90.7500E+0	-416.362E-9	27.0000E+0	-99.4000E+0	-100.000E-9
90.7500E+0	-416.484E-9	19.0000E+0	-99.4000E+0	-100.000E-9
90.5000E+0	-415.149E-9	25.0000E+0	-99.4000E+0	-100.000E-9
90.5000E+0	-417.793E-9	19.0000E+0	-99.4000E+0	-100.000E-9
