Experiment	CLAMPoints-dat	
Date	14.06.2016 18:06:47	
User	Danilo	
X (m)	8.394886E-8	
Y (m)	-3.323447E-8	
Tip Information	Tip  (  )	
Sample material		
CLAM Mode	0	
Pass Energy (eV)	50.000000	
Retarding Ratio	10.000000	
Focus Mode	1	
Focus (%)	0.600000	
Channeltron front (V)	200.000000	
Channeltron rear (V)	3600.000000	
Integration Time (ms)	100.000000
loops	1

[DATA]
Energy (eV)	Current (A)	CLAM ctr (cp int.time)	Bias (V)	Z (m)
90.2500E+0	-415.912E-9	34.0000E+0	-99.4000E+0	-100.000E-9
90.2500E+0	-418.279E-9	29.0000E+0	-99.4000E+0	-100.000E-9
90.0000E+0	-414.506E-9	26.0000E+0	-99.4000E+0	-100.000E-9
90.0000E+0	-415.780E-9	14.0000E+0	-99.4000E+0	-100.000E-9
89.7500E+0	-416.425E-9	24.0000E+0	-99.4000E+0	-100.000E-9
89.7500E+0	-416.669E-9	13.0000E+0	-99.4000E+0	-100.000E-9
89.5000E+0	-419.158E-9	26.0000E+0	-99.4000E+0	-100.000E-9
89.5000E+0	-416.739E-9	18.0000E+0	-99.4000E+0	-100.000E-9
89.2500E+0	-416.254E-9	27.0000E+0	-99.4000E+0	-100.000E-9
89.2500E+0	-416.514E-9	18.0000E+0	-99.4000E+0	-100.000E-9
89.0000E+0	-416.548E-9	14.0000E+0	-99.4000E+0	-100.000E-9
89.0000E+0	-415.107E-9	19.0000E+0	-99.4000E+0	-100.000E-9
88.7500E+0	-413.422E-9	22.0000E+0	-99.4000E+0	-100.000E-9
88.7500E+0	-414.479E-9	18.0000E+0	-99.4000E+0	-100.000E-9
88.5000E+0	-416.884E-9	27.0000E+0	-99.4000E+0	-100.000E-9
88.5000E+0	-415.778E-9	15.0000E+0	-99.4000E+0	-100.000E-9
88.2500E+0	-414.108E-9	21.0000E+0	-99.4000E+0	-100.000E-9
88.2500E+0	-413.787E-9	11.0000E+0	-99.4000E+0	-100.000E-9
88.0000E+0	-414.036E-9	17.0000E+0	-99.4000E+0	-100.000E-9
88.0000E+0	-415.479E-9	24.0000E+0	-99.4000E+0	-100.000E-9
87.7500E+0	-417.512E-9	16.0000E+0	-99.4000E+0	-100.000E-9
87.7500E+0	-415.732E-9	22.0000E+0	-99.4000E+0	-100.000E-9
87.5000E+0	-415.057E-9	18.0000E+0	-99.4000E+0	-100.000E-9
87.5000E+0	-415.844E-9	26.0000E+0	-99.4000E+0	-100.000E-9
87.2500E+0	-415.934E-9	25.0000E+0	-99.4000E+0	-100.000E-9
87.2500E+0	-415.553E-9	19.0000E+0	-99.4000E+0	-100.000E-9
87.0000E+0	-414.537E-9	22.0000E+0	-99.4000E+0	-100.000E-9
87.0000E+0	-414.878E-9	22.0000E+0	-99.4000E+0	-100.000E-9
86.7500E+0	-412.085E-9	25.0000E+0	-99.4000E+0	-100.000E-9
86.7500E+0	-413.078E-9	19.0000E+0	-99.4000E+0	-100.000E-9
86.5000E+0	-415.549E-9	21.0000E+0	-99.4000E+0	-100.000E-9
86.5000E+0	-416.864E-9	21.0000E+0	-99.4000E+0	-100.000E-9
86.2500E+0	-413.636E-9	28.0000E+0	-99.4000E+0	-100.000E-9
86.2500E+0	-413.661E-9	27.0000E+0	-99.4000E+0	-100.000E-9
86.0000E+0	-413.572E-9	34.0000E+0	-99.4000E+0	-100.000E-9
86.0000E+0	-417.097E-9	23.0000E+0	-99.4000E+0	-100.000E-9
85.7500E+0	-413.049E-9	19.0000E+0	-99.4000E+0	-100.000E-9
85.7500E+0	-414.609E-9	30.0000E+0	-99.4000E+0	-100.000E-9
85.5000E+0	-415.022E-9	23.0000E+0	-99.4000E+0	-100.000E-9
85.5000E+0	-415.398E-9	23.0000E+0	-99.4000E+0	-100.000E-9
85.2500E+0	-413.927E-9	18.0000E+0	-99.4000E+0	-100.000E-9
85.2500E+0	-414.660E-9	30.0000E+0	-99.4000E+0	-100.000E-9
85.0000E+0	-416.503E-9	31.0000E+0	-99.4000E+0	-100.000E-9
85.0000E+0	-414.499E-9	27.0000E+0	-99.4000E+0	-100.000E-9
84.7500E+0	-414.676E-9	26.0000E+0	-99.4000E+0	-100.000E-9
84.7500E+0	-414.259E-9	42.0000E+0	-99.4000E+0	-100.000E-9
84.5000E+0	-414.385E-9	19.0000E+0	-99.4000E+0	-100.000E-9
84.5000E+0	-414.682E-9	38.0000E+0	-99.4000E+0	-100.000E-9
84.2500E+0	-414.430E-9	31.0000E+0	-99.4000E+0	-100.000E-9
84.2500E+0	-412.908E-9	38.0000E+0	-99.4000E+0	-100.000E-9
84.0000E+0	-414.010E-9	31.0000E+0	-99.4000E+0	-100.000E-9
84.0000E+0	-413.133E-9	39.0000E+0	-99.4000E+0	-100.000E-9
83.7500E+0	-415.450E-9	39.0000E+0	-99.4000E+0	-100.000E-9
83.7500E+0	-413.693E-9	30.0000E+0	-99.4000E+0	-100.000E-9
83.5000E+0	-414.188E-9	28.0000E+0	-99.4000E+0	-100.000E-9
83.5000E+0	-413.952E-9	38.0000E+0	-99.4000E+0	-100.000E-9
83.2500E+0	-414.361E-9	27.0000E+0	-99.4000E+0	-100.000E-9
83.2500E+0	-412.527E-9	31.0000E+0	-99.4000E+0	-100.000E-9
83.0000E+0	-413.733E-9	34.0000E+0	-99.4000E+0	-100.000E-9
83.0000E+0	-412.703E-9	26.0000E+0	-99.4000E+0	-100.000E-9
82.7500E+0	-412.973E-9	37.0000E+0	-99.4000E+0	-100.000E-9
82.7500E+0	-412.367E-9	30.0000E+0	-99.4000E+0	-100.000E-9
82.5000E+0	-412.686E-9	35.0000E+0	-99.4000E+0	-100.000E-9
82.5000E+0	-412.346E-9	37.0000E+0	-99.4000E+0	-100.000E-9
82.2500E+0	-414.535E-9	36.0000E+0	-99.4000E+0	-100.000E-9
82.2500E+0	-413.183E-9	40.0000E+0	-99.4000E+0	-100.000E-9
82.0000E+0	-411.666E-9	51.0000E+0	-99.4000E+0	-100.000E-9
82.0000E+0	-411.947E-9	35.0000E+0	-99.4000E+0	-100.000E-9
81.7500E+0	-411.472E-9	35.0000E+0	-99.4000E+0	-100.000E-9
81.7500E+0	-411.470E-9	35.0000E+0	-99.4000E+0	-100.000E-9
81.5000E+0	-411.199E-9	36.0000E+0	-99.4000E+0	-100.000E-9
81.5000E+0	-411.554E-9	40.0000E+0	-99.4000E+0	-100.000E-9
81.2500E+0	-411.151E-9	31.0000E+0	-99.4000E+0	-100.000E-9
81.2500E+0	-411.055E-9	40.0000E+0	-99.4000E+0	-100.000E-9
81.0000E+0	-411.012E-9	36.0000E+0	-99.4000E+0	-100.000E-9
81.0000E+0	-413.338E-9	46.0000E+0	-99.4000E+0	-100.000E-9
80.7500E+0	-413.055E-9	50.0000E+0	-99.4000E+0	-100.000E-9
80.7500E+0	-411.030E-9	37.0000E+0	-99.4000E+0	-100.000E-9
80.5000E+0	-411.395E-9	38.0000E+0	-99.4000E+0	-100.000E-9
80.5000E+0	-409.277E-9	41.0000E+0	-99.4000E+0	-100.000E-9
80.2500E+0	-410.278E-9	29.0000E+0	-99.4000E+0	-100.000E-9
80.2500E+0	-407.844E-9	34.0000E+0	-99.4000E+0	-100.000E-9
80.0000E+0	-407.566E-9	38.0000E+0	-99.4000E+0	-100.000E-9
80.0000E+0	-407.706E-9	33.0000E+0	-99.4000E+0	-100.000E-9
79.7500E+0	-410.031E-9	42.0000E+0	-99.4000E+0	-100.000E-9
79.7500E+0	-408.028E-9	35.0000E+0	-99.4000E+0	-100.000E-9
79.5000E+0	-408.088E-9	42.0000E+0	-99.4000E+0	-100.000E-9
79.5000E+0	-409.097E-9	52.0000E+0	-99.4000E+0	-100.000E-9
79.2500E+0	-407.713E-9	46.0000E+0	-99.4000E+0	-100.000E-9
79.2500E+0	-410.275E-9	36.0000E+0	-99.4000E+0	-100.000E-9
79.0000E+0	-408.284E-9	34.0000E+0	-99.4000E+0	-100.000E-9
79.0000E+0	-408.001E-9	25.0000E+0	-99.4000E+0	-100.000E-9
78.7500E+0	-409.293E-9	33.0000E+0	-99.4000E+0	-100.000E-9
78.7500E+0	-407.886E-9	34.0000E+0	-99.4000E+0	-100.000E-9
78.5000E+0	-407.536E-9	29.0000E+0	-99.4000E+0	-100.000E-9
78.5000E+0	-410.377E-9	55.0000E+0	-99.4000E+0	-100.000E-9
78.2500E+0	-410.343E-9	43.0000E+0	-99.4000E+0	-100.000E-9
78.2500E+0	-407.871E-9	39.0000E+0	-99.4000E+0	-100.000E-9
78.0000E+0	-407.682E-9	37.0000E+0	-99.4000E+0	-100.000E-9
78.0000E+0	-407.575E-9	52.0000E+0	-99.4000E+0	-100.000E-9
77.7500E+0	-407.611E-9	31.0000E+0	-99.4000E+0	-100.000E-9
77.7500E+0	-407.500E-9	32.0000E+0	-99.4000E+0	-100.000E-9
77.5000E+0	-409.502E-9	49.0000E+0	-99.4000E+0	-100.000E-9
77.5000E+0	-407.645E-9	47.0000E+0	-99.4000E+0	-100.000E-9
77.2500E+0	-408.191E-9	42.0000E+0	-99.4000E+0	-100.000E-9
77.2500E+0	-407.701E-9	48.0000E+0	-99.4000E+0	-100.000E-9
77.0000E+0	-407.813E-9	44.0000E+0	-99.4000E+0	-100.000E-9
77.0000E+0	-408.857E-9	31.0000E+0	-99.4000E+0	-100.000E-9
76.7500E+0	-407.502E-9	39.0000E+0	-99.4000E+0	-100.000E-9
76.7500E+0	-407.934E-9	39.0000E+0	-99.4000E+0	-100.000E-9
76.5000E+0	-407.484E-9	52.0000E+0	-99.4000E+0	-100.000E-9
76.5000E+0	-407.452E-9	64.0000E+0	-99.4000E+0	-100.000E-9
76.2500E+0	-409.509E-9	48.0000E+0	-99.4000E+0	-100.000E-9
76.2500E+0	-407.098E-9	53.0000E+0	-99.4000E+0	-100.000E-9
76.0000E+0	-407.137E-9	50.0000E+0	-99.4000E+0	-100.000E-9
76.0000E+0	-408.141E-9	56.0000E+0	-99.4000E+0	-100.000E-9
75.7500E+0	-406.986E-9	45.0000E+0	-99.4000E+0	-100.000E-9
75.7500E+0	-406.647E-9	45.0000E+0	-99.4000E+0	-100.000E-9
75.5000E+0	-406.826E-9	43.0000E+0	-99.4000E+0	-100.000E-9
75.5000E+0	-409.199E-9	56.0000E+0	-99.4000E+0	-100.000E-9
75.2500E+0	-408.959E-9	49.0000E+0	-99.4000E+0	-100.000E-9
75.2500E+0	-406.533E-9	46.0000E+0	-99.4000E+0	-100.000E-9
75.0000E+0	-406.801E-9	59.0000E+0	-99.4000E+0	-100.000E-9
75.0000E+0	-406.359E-9	45.0000E+0	-99.4000E+0	-100.000E-9
74.7500E+0	-408.700E-9	49.0000E+0	-99.4000E+0	-100.000E-9
74.7500E+0	-407.666E-9	49.0000E+0	-99.4000E+0	-100.000E-9
74.5000E+0	-406.946E-9	49.0000E+0	-99.4000E+0	-100.000E-9
74.5000E+0	-406.408E-9	38.0000E+0	-99.4000E+0	-100.000E-9
74.2500E+0	-406.474E-9	53.0000E+0	-99.4000E+0	-100.000E-9
74.2500E+0	-406.394E-9	64.0000E+0	-99.4000E+0	-100.000E-9
74.0000E+0	-406.066E-9	56.0000E+0	-99.4000E+0	-100.000E-9
74.0000E+0	-405.988E-9	55.0000E+0	-99.4000E+0	-100.000E-9
73.7500E+0	-406.266E-9	63.0000E+0	-99.4000E+0	-100.000E-9
73.7500E+0	-406.233E-9	54.0000E+0	-99.4000E+0	-100.000E-9
73.5000E+0	-406.375E-9	50.0000E+0	-99.4000E+0	-100.000E-9
73.5000E+0	-406.680E-9	51.0000E+0	-99.4000E+0	-100.000E-9
73.2500E+0	-408.557E-9	40.0000E+0	-99.4000E+0	-100.000E-9
73.2500E+0	-408.811E-9	52.0000E+0	-99.4000E+0	-100.000E-9
73.0000E+0	-410.008E-9	43.0000E+0	-99.4000E+0	-100.000E-9
73.0000E+0	-407.104E-9	55.0000E+0	-99.4000E+0	-100.000E-9
72.7500E+0	-407.138E-9	46.0000E+0	-99.4000E+0	-100.000E-9
72.7500E+0	-406.779E-9	61.0000E+0	-99.4000E+0	-100.000E-9
72.5000E+0	-406.337E-9	71.0000E+0	-99.4000E+0	-100.000E-9
72.5000E+0	-408.653E-9	48.0000E+0	-99.4000E+0	-100.000E-9
72.2500E+0	-406.301E-9	43.0000E+0	-99.4000E+0	-100.000E-9
72.2500E+0	-406.296E-9	49.0000E+0	-99.4000E+0	-100.000E-9
72.0000E+0	-406.111E-9	46.0000E+0	-99.4000E+0	-100.000E-9
72.0000E+0	-405.992E-9	46.0000E+0	-99.4000E+0	-100.000E-9
71.7500E+0	-408.947E-9	43.0000E+0	-99.4000E+0	-100.000E-9
71.7500E+0	-408.377E-9	59.0000E+0	-99.4000E+0	-100.000E-9
71.5000E+0	-408.368E-9	46.0000E+0	-99.4000E+0	-100.000E-9
71.5000E+0	-408.423E-9	71.0000E+0	-99.4000E+0	-100.000E-9
71.2500E+0	-408.555E-9	53.0000E+0	-99.4000E+0	-100.000E-9
71.2500E+0	-408.044E-9	58.0000E+0	-99.4000E+0	-100.000E-9
71.0000E+0	-409.683E-9	51.0000E+0	-99.4000E+0	-100.000E-9
71.0000E+0	-407.775E-9	52.0000E+0	-99.4000E+0	-100.000E-9
70.7500E+0	-409.246E-9	64.0000E+0	-99.4000E+0	-100.000E-9
70.7500E+0	-407.517E-9	53.0000E+0	-99.4000E+0	-100.000E-9
70.5000E+0	-407.391E-9	65.0000E+0	-99.4000E+0	-100.000E-9
70.5000E+0	-408.062E-9	59.0000E+0	-99.4000E+0	-100.000E-9
70.2500E+0	-407.761E-9	77.0000E+0	-99.4000E+0	-100.000E-9
70.2500E+0	-409.017E-9	66.0000E+0	-99.4000E+0	-100.000E-9
70.0000E+0	-407.176E-9	42.0000E+0	-99.4000E+0	-100.000E-9
70.0000E+0	-407.749E-9	59.0000E+0	-99.4000E+0	-100.000E-9
69.7500E+0	-408.851E-9	64.0000E+0	-99.4000E+0	-100.000E-9
69.7500E+0	-408.548E-9	60.0000E+0	-99.4000E+0	-100.000E-9
69.5000E+0	-408.146E-9	51.0000E+0	-99.4000E+0	-100.000E-9
69.5000E+0	-408.187E-9	52.0000E+0	-99.4000E+0	-100.000E-9
69.2500E+0	-402.523E-9	47.0000E+0	-99.4000E+0	-100.000E-9
69.2500E+0	-411.598E-9	53.0000E+0	-99.4000E+0	-100.000E-9
69.0000E+0	-412.416E-9	56.0000E+0	-99.4000E+0	-100.000E-9
69.0000E+0	-410.461E-9	67.0000E+0	-99.4000E+0	-100.000E-9
68.7500E+0	-410.981E-9	67.0000E+0	-99.4000E+0	-100.000E-9
68.7500E+0	-409.771E-9	59.0000E+0	-99.4000E+0	-100.000E-9
68.5000E+0	-411.306E-9	57.0000E+0	-99.4000E+0	-100.000E-9
68.5000E+0	-410.895E-9	64.0000E+0	-99.4000E+0	-100.000E-9
68.2500E+0	-410.451E-9	67.0000E+0	-99.4000E+0	-100.000E-9
68.2500E+0	-410.675E-9	52.0000E+0	-99.4000E+0	-100.000E-9
68.0000E+0	-411.355E-9	53.0000E+0	-99.4000E+0	-100.000E-9
68.0000E+0	-408.490E-9	67.0000E+0	-99.4000E+0	-100.000E-9
67.7500E+0	-409.268E-9	62.0000E+0	-99.4000E+0	-100.000E-9
67.7500E+0	-409.562E-9	66.0000E+0	-99.4000E+0	-100.000E-9
67.5000E+0	-408.467E-9	59.0000E+0	-99.4000E+0	-100.000E-9
67.5000E+0	-409.522E-9	63.0000E+0	-99.4000E+0	-100.000E-9
67.2500E+0	-409.852E-9	60.0000E+0	-99.4000E+0	-100.000E-9
67.2500E+0	-408.831E-9	57.0000E+0	-99.4000E+0	-100.000E-9
67.0000E+0	-408.124E-9	64.0000E+0	-99.4000E+0	-100.000E-9
67.0000E+0	-408.609E-9	62.0000E+0	-99.4000E+0	-100.000E-9
66.7500E+0	-408.373E-9	72.0000E+0	-99.4000E+0	-100.000E-9
66.7500E+0	-408.748E-9	66.0000E+0	-99.4000E+0	-100.000E-9
66.5000E+0	-408.644E-9	62.0000E+0	-99.4000E+0	-100.000E-9
66.5000E+0	-409.017E-9	71.0000E+0	-99.4000E+0	-100.000E-9
66.2500E+0	-409.008E-9	55.0000E+0	-99.4000E+0	-100.000E-9
66.2500E+0	-409.379E-9	57.0000E+0	-99.4000E+0	-100.000E-9
66.0000E+0	-409.670E-9	73.0000E+0	-99.4000E+0	-100.000E-9
66.0000E+0	-408.903E-9	62.0000E+0	-99.4000E+0	-100.000E-9
65.7500E+0	-409.097E-9	67.0000E+0	-99.4000E+0	-100.000E-9
65.7500E+0	-408.826E-9	57.0000E+0	-99.4000E+0	-100.000E-9
65.5000E+0	-408.596E-9	52.0000E+0	-99.4000E+0	-100.000E-9
65.5000E+0	-408.213E-9	44.0000E+0	-99.4000E+0	-100.000E-9
65.2500E+0	-407.981E-9	52.0000E+0	-99.4000E+0	-100.000E-9
65.2500E+0	-407.960E-9	57.0000E+0	-99.4000E+0	-100.000E-9
65.0000E+0	-407.433E-9	65.0000E+0	-99.4000E+0	-100.000E-9
65.0000E+0	-407.866E-9	55.0000E+0	-99.4000E+0	-100.000E-9
64.7500E+0	-406.965E-9	67.0000E+0	-99.4000E+0	-100.000E-9
64.7500E+0	-406.918E-9	62.0000E+0	-99.4000E+0	-100.000E-9
64.5000E+0	-406.790E-9	60.0000E+0	-99.4000E+0	-100.000E-9
64.5000E+0	-407.756E-9	64.0000E+0	-99.4000E+0	-100.000E-9
64.2500E+0	-406.243E-9	66.0000E+0	-99.4000E+0	-100.000E-9
64.2500E+0	-406.824E-9	58.0000E+0	-99.4000E+0	-100.000E-9
64.0000E+0	-407.456E-9	56.0000E+0	-99.4000E+0	-100.000E-9
64.0000E+0	-407.492E-9	57.0000E+0	-99.4000E+0	-100.000E-9
63.7500E+0	-407.097E-9	62.0000E+0	-99.4000E+0	-100.000E-9
63.7500E+0	-406.484E-9	64.0000E+0	-99.4000E+0	-100.000E-9
63.5000E+0	-405.837E-9	62.0000E+0	-99.4000E+0	-100.000E-9
63.5000E+0	-405.723E-9	53.0000E+0	-99.4000E+0	-100.000E-9
63.2500E+0	-406.060E-9	63.0000E+0	-99.4000E+0	-100.000E-9
63.2500E+0	-405.851E-9	55.0000E+0	-99.4000E+0	-100.000E-9
63.0000E+0	-405.994E-9	63.0000E+0	-99.4000E+0	-100.000E-9
63.0000E+0	-406.897E-9	65.0000E+0	-99.4000E+0	-100.000E-9
62.7500E+0	-406.610E-9	66.0000E+0	-99.4000E+0	-100.000E-9
62.7500E+0	-402.207E-9	74.0000E+0	-99.4000E+0	-100.000E-9
62.5000E+0	-402.446E-9	48.0000E+0	-99.4000E+0	-100.000E-9
62.5000E+0	-397.656E-9	57.0000E+0	-99.4000E+0	-100.000E-9
62.2500E+0	-398.177E-9	59.0000E+0	-99.4000E+0	-100.000E-9
62.2500E+0	-401.611E-9	76.0000E+0	-99.4000E+0	-100.000E-9
62.0000E+0	-401.522E-9	67.0000E+0	-99.4000E+0	-100.000E-9
62.0000E+0	-400.864E-9	71.0000E+0	-99.4000E+0	-100.000E-9
61.7500E+0	-400.681E-9	71.0000E+0	-99.4000E+0	-100.000E-9
61.7500E+0	-401.367E-9	58.0000E+0	-99.4000E+0	-100.000E-9
61.5000E+0	-401.112E-9	67.0000E+0	-99.4000E+0	-100.000E-9
61.5000E+0	-400.629E-9	58.0000E+0	-99.4000E+0	-100.000E-9
61.2500E+0	-400.307E-9	70.0000E+0	-99.4000E+0	-100.000E-9
61.2500E+0	-400.170E-9	45.0000E+0	-99.4000E+0	-100.000E-9
61.0000E+0	-401.008E-9	63.0000E+0	-99.4000E+0	-100.000E-9
61.0000E+0	-401.863E-9	58.0000E+0	-99.4000E+0	-100.000E-9
60.7500E+0	-400.777E-9	77.0000E+0	-99.4000E+0	-100.000E-9
60.7500E+0	-400.665E-9	68.0000E+0	-99.4000E+0	-100.000E-9
60.5000E+0	-400.775E-9	56.0000E+0	-99.4000E+0	-100.000E-9
60.5000E+0	-400.422E-9	63.0000E+0	-99.4000E+0	-100.000E-9
60.2500E+0	-400.014E-9	54.0000E+0	-99.4000E+0	-100.000E-9
60.2500E+0	-400.238E-9	72.0000E+0	-99.4000E+0	-100.000E-9
60.0000E+0	-400.512E-9	53.0000E+0	-99.4000E+0	-100.000E-9
60.0000E+0	-400.229E-9	71.0000E+0	-99.4000E+0	-100.000E-9
59.7500E+0	-400.648E-9	61.0000E+0	-99.4000E+0	-100.000E-9
59.7500E+0	-400.607E-9	66.0000E+0	-99.4000E+0	-100.000E-9
59.5000E+0	-400.236E-9	69.0000E+0	-99.4000E+0	-100.000E-9
59.5000E+0	-400.323E-9	62.0000E+0	-99.4000E+0	-100.000E-9
59.2500E+0	-400.405E-9	61.0000E+0	-99.4000E+0	-100.000E-9
59.2500E+0	-398.463E-9	58.0000E+0	-99.4000E+0	-100.000E-9
59.0000E+0	-399.352E-9	65.0000E+0	-99.4000E+0	-100.000E-9
59.0000E+0	-397.886E-9	54.0000E+0	-99.4000E+0	-100.000E-9
58.7500E+0	-398.727E-9	53.0000E+0	-99.4000E+0	-100.000E-9
58.7500E+0	-398.209E-9	63.0000E+0	-99.4000E+0	-100.000E-9
58.5000E+0	-398.448E-9	60.0000E+0	-99.4000E+0	-100.000E-9
58.5000E+0	-398.191E-9	67.0000E+0	-99.4000E+0	-100.000E-9
58.2500E+0	-398.497E-9	56.0000E+0	-99.4000E+0	-100.000E-9
58.2500E+0	-398.227E-9	59.0000E+0	-99.4000E+0	-100.000E-9
58.0000E+0	-398.457E-9	69.0000E+0	-99.4000E+0	-100.000E-9
58.0000E+0	-398.426E-9	48.0000E+0	-99.4000E+0	-100.000E-9
57.7500E+0	-398.751E-9	54.0000E+0	-99.4000E+0	-100.000E-9
57.7500E+0	-398.480E-9	64.0000E+0	-99.4000E+0	-100.000E-9
57.5000E+0	-402.056E-9	47.0000E+0	-99.4000E+0	-100.000E-9
57.5000E+0	-402.248E-9	64.0000E+0	-99.4000E+0	-100.000E-9
57.2500E+0	-401.951E-9	59.0000E+0	-99.4000E+0	-100.000E-9
57.2500E+0	-401.266E-9	74.0000E+0	-99.4000E+0	-100.000E-9
57.0000E+0	-401.985E-9	68.0000E+0	-99.4000E+0	-100.000E-9
57.0000E+0	-401.877E-9	62.0000E+0	-99.4000E+0	-100.000E-9
56.7500E+0	-402.106E-9	44.0000E+0	-99.4000E+0	-100.000E-9
56.7500E+0	-402.057E-9	63.0000E+0	-99.4000E+0	-100.000E-9
56.5000E+0	-401.138E-9	57.0000E+0	-99.4000E+0	-100.000E-9
56.5000E+0	-401.872E-9	63.0000E+0	-99.4000E+0	-100.000E-9
56.2500E+0	-399.017E-9	61.0000E+0	-99.4000E+0	-100.000E-9
56.2500E+0	-400.694E-9	64.0000E+0	-99.4000E+0	-100.000E-9
56.0000E+0	-399.746E-9	52.0000E+0	-99.4000E+0	-100.000E-9
56.0000E+0	-399.518E-9	72.0000E+0	-99.4000E+0	-100.000E-9
55.7500E+0	-399.979E-9	53.0000E+0	-99.4000E+0	-100.000E-9
55.7500E+0	-402.777E-9	72.0000E+0	-99.4000E+0	-100.000E-9
55.5000E+0	-403.107E-9	41.0000E+0	-99.4000E+0	-100.000E-9
55.5000E+0	-403.058E-9	55.0000E+0	-99.4000E+0	-100.000E-9
55.2500E+0	-402.882E-9	45.0000E+0	-99.4000E+0	-100.000E-9
55.2500E+0	-405.310E-9	69.0000E+0	-99.4000E+0	-100.000E-9
55.0000E+0	-405.052E-9	46.0000E+0	-99.4000E+0	-100.000E-9
55.0000E+0	-404.680E-9	53.0000E+0	-99.4000E+0	-100.000E-9
54.7500E+0	-403.051E-9	54.0000E+0	-99.4000E+0	-100.000E-9
54.7500E+0	-403.513E-9	57.0000E+0	-99.4000E+0	-100.000E-9
54.5000E+0	-403.348E-9	68.0000E+0	-99.4000E+0	-100.000E-9
54.5000E+0	-402.522E-9	68.0000E+0	-99.4000E+0	-100.000E-9
54.2500E+0	-402.996E-9	66.0000E+0	-99.4000E+0	-100.000E-9
54.2500E+0	-403.437E-9	47.0000E+0	-99.4000E+0	-100.000E-9
54.0000E+0	-403.389E-9	57.0000E+0	-99.4000E+0	-100.000E-9
54.0000E+0	-403.552E-9	65.0000E+0	-99.4000E+0	-100.000E-9
53.7500E+0	-403.854E-9	50.0000E+0	-99.4000E+0	-100.000E-9
53.7500E+0	-403.786E-9	59.0000E+0	-99.4000E+0	-100.000E-9
53.5000E+0	-402.826E-9	58.0000E+0	-99.4000E+0	-100.000E-9
53.5000E+0	-403.026E-9	58.0000E+0	-99.4000E+0	-100.000E-9
53.2500E+0	-403.698E-9	55.0000E+0	-99.4000E+0	-100.000E-9
53.2500E+0	-403.443E-9	52.0000E+0	-99.4000E+0	-100.000E-9
53.0000E+0	-404.042E-9	51.0000E+0	-99.4000E+0	-100.000E-9
53.0000E+0	-403.461E-9	48.0000E+0	-99.4000E+0	-100.000E-9
52.7500E+0	-403.253E-9	53.0000E+0	-99.4000E+0	-100.000E-9
52.7500E+0	-402.270E-9	38.0000E+0	-99.4000E+0	-100.000E-9
52.5000E+0	-403.073E-9	68.0000E+0	-99.4000E+0	-100.000E-9
52.5000E+0	-402.136E-9	59.0000E+0	-99.4000E+0	-100.000E-9
52.2500E+0	-402.690E-9	61.0000E+0	-99.4000E+0	-100.000E-9
52.2500E+0	-403.406E-9	48.0000E+0	-99.4000E+0	-100.000E-9
52.0000E+0	-401.593E-9	76.0000E+0	-99.4000E+0	-100.000E-9
52.0000E+0	-402.569E-9	59.0000E+0	-99.4000E+0	-100.000E-9
51.7500E+0	-403.935E-9	54.0000E+0	-99.4000E+0	-100.000E-9
51.7500E+0	-403.344E-9	58.0000E+0	-99.4000E+0	-100.000E-9
51.5000E+0	-401.569E-9	57.0000E+0	-99.4000E+0	-100.000E-9
51.5000E+0	-401.608E-9	64.0000E+0	-99.4000E+0	-100.000E-9
51.2500E+0	-403.140E-9	62.0000E+0	-99.4000E+0	-100.000E-9
51.2500E+0	-401.403E-9	54.0000E+0	-99.4000E+0	-100.000E-9
51.0000E+0	-402.644E-9	49.0000E+0	-99.4000E+0	-100.000E-9
51.0000E+0	-401.915E-9	42.0000E+0	-99.4000E+0	-100.000E-9
50.7500E+0	-402.490E-9	73.0000E+0	-99.4000E+0	-100.000E-9
50.7500E+0	-403.079E-9	61.0000E+0	-99.4000E+0	-100.000E-9
50.5000E+0	-402.670E-9	74.0000E+0	-99.4000E+0	-100.000E-9
50.5000E+0	-401.564E-9	65.0000E+0	-99.4000E+0	-100.000E-9
50.2500E+0	-400.968E-9	64.0000E+0	-99.4000E+0	-100.000E-9
50.2500E+0	-401.637E-9	69.0000E+0	-99.4000E+0	-100.000E-9
50.0000E+0	-399.835E-9	57.0000E+0	-99.4000E+0	-100.000E-9
50.0000E+0	-400.718E-9	65.0000E+0	-99.4000E+0	-100.000E-9
49.7500E+0	-401.089E-9	37.0000E+0	-99.4000E+0	-100.000E-9
49.7500E+0	-401.511E-9	77.0000E+0	-99.4000E+0	-100.000E-9
49.5000E+0	-400.561E-9	49.0000E+0	-99.4000E+0	-100.000E-9
49.5000E+0	-400.045E-9	62.0000E+0	-99.4000E+0	-100.000E-9
49.2500E+0	-400.606E-9	57.0000E+0	-99.4000E+0	-100.000E-9
49.2500E+0	-400.395E-9	38.0000E+0	-99.4000E+0	-100.000E-9
49.0000E+0	-400.073E-9	58.0000E+0	-99.4000E+0	-100.000E-9
49.0000E+0	-401.267E-9	50.0000E+0	-99.4000E+0	-100.000E-9
48.7500E+0	-400.610E-9	49.0000E+0	-99.4000E+0	-100.000E-9
48.7500E+0	-400.792E-9	47.0000E+0	-99.4000E+0	-100.000E-9
48.5000E+0	-400.308E-9	59.0000E+0	-99.4000E+0	-100.000E-9
