Experiment	myLongTerm	
Date	28.01.2016 13:44:25	
User	Danilo	
Tip Information		
Sample material		

[DATA]
Time (s)	Current (A)	Counter 1 (cps)	Bias (V)	Z (m)
263.607E+0	-191.004E-9	0.00000E+0	-137.000E+0	-34.0000E-9
263.707E+0	-186.550E-9	0.00000E+0	-137.000E+0	-34.0000E-9
263.807E+0	-222.550E-9	0.00000E+0	-138.000E+0	-34.0000E-9
263.907E+0	-217.693E-9	0.00000E+0	-138.000E+0	-34.0000E-9
264.007E+0	-219.247E-9	0.00000E+0	-138.000E+0	-34.0000E-9
264.107E+0	-220.375E-9	0.00000E+0	-138.000E+0	-34.0000E-9
264.207E+0	-215.465E-9	0.00000E+0	-138.000E+0	-34.0000E-9
264.307E+0	-215.381E-9	0.00000E+0	-138.000E+0	-34.0000E-9
264.407E+0	-214.807E-9	0.00000E+0	-138.000E+0	-34.0000E-9
264.507E+0	-219.130E-9	0.00000E+0	-138.000E+0	-34.0000E-9
264.607E+0	-251.958E-9	0.00000E+0	-139.000E+0	-34.0000E-9
264.707E+0	-257.329E-9	0.00000E+0	-139.000E+0	-34.0000E-9
264.807E+0	-249.799E-9	0.00000E+0	-139.000E+0	-34.0000E-9
264.907E+0	-246.727E-9	0.00000E+0	-139.000E+0	-34.0000E-9
265.007E+0	-251.734E-9	0.00000E+0	-139.000E+0	-34.0000E-9
265.107E+0	-255.899E-9	0.00000E+0	-139.000E+0	-34.0000E-9
265.207E+0	-245.930E-9	0.00000E+0	-139.000E+0	-34.0000E-9
265.307E+0	-283.970E-9	0.00000E+0	-140.000E+0	-34.0000E-9
265.407E+0	-282.087E-9	0.00000E+0	-140.000E+0	-34.0000E-9
265.507E+0	-283.137E-9	0.00000E+0	-140.000E+0	-34.0000E-9
265.607E+0	-283.396E-9	0.00000E+0	-140.000E+0	-34.0000E-9
265.707E+0	-281.483E-9	0.00000E+0	-140.000E+0	-34.0000E-9
265.807E+0	-277.930E-9	0.00000E+0	-140.000E+0	-34.0000E-9
265.907E+0	-282.682E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.007E+0	-278.442E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.107E+0	-279.194E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.207E+0	-277.842E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.307E+0	-281.752E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.407E+0	-279.263E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.507E+0	-279.236E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.607E+0	-280.929E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.707E+0	-278.377E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.807E+0	-284.329E-9	0.00000E+0	-140.000E+0	-34.0000E-9
266.907E+0	-325.365E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.007E+0	-321.789E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.107E+0	-325.919E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.207E+0	-317.095E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.307E+0	-317.599E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.407E+0	-317.223E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.507E+0	-316.451E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.607E+0	-316.324E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.707E+0	-315.281E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.807E+0	-321.714E-9	0.00000E+0	-141.000E+0	-34.0000E-9
267.907E+0	-326.955E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.007E+0	-318.208E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.107E+0	-320.047E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.207E+0	-320.702E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.307E+0	-320.082E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.407E+0	-320.836E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.507E+0	-322.836E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.607E+0	-320.357E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.707E+0	-314.800E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.807E+0	-315.174E-9	0.00000E+0	-141.000E+0	-34.0000E-9
268.907E+0	-315.769E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.007E+0	-314.851E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.107E+0	-314.624E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.207E+0	-314.024E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.307E+0	-317.800E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.407E+0	-321.168E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.507E+0	-323.235E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.607E+0	-322.190E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.707E+0	-319.171E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.807E+0	-314.193E-9	0.00000E+0	-141.000E+0	-34.0000E-9
269.907E+0	-312.303E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.007E+0	-312.331E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.107E+0	-311.636E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.207E+0	-311.690E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.307E+0	-319.211E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.407E+0	-311.402E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.507E+0	-310.414E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.607E+0	-311.151E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.707E+0	-310.080E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.807E+0	-317.943E-9	0.00000E+0	-141.000E+0	-34.0000E-9
270.907E+0	-315.189E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.007E+0	-312.480E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.107E+0	-318.770E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.207E+0	-312.045E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.307E+0	-311.000E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.407E+0	-310.699E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.507E+0	-308.254E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.607E+0	-316.340E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.707E+0	-313.517E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.807E+0	-312.832E-9	0.00000E+0	-141.000E+0	-34.0000E-9
271.907E+0	-311.256E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.007E+0	-307.760E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.107E+0	-306.848E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.207E+0	-306.674E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.307E+0	-306.702E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.407E+0	-307.412E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.507E+0	-309.831E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.607E+0	-310.648E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.707E+0	-306.076E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.807E+0	-306.254E-9	0.00000E+0	-141.000E+0	-34.0000E-9
272.907E+0	-305.539E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.007E+0	-309.535E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.107E+0	-310.461E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.207E+0	-305.921E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.307E+0	-306.107E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.407E+0	-305.706E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.507E+0	-306.470E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.607E+0	-309.592E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.707E+0	-310.109E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.807E+0	-304.451E-9	0.00000E+0	-141.000E+0	-34.0000E-9
273.908E+0	-308.953E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.008E+0	-314.809E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.108E+0	-309.141E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.208E+0	-304.139E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.308E+0	-303.620E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.408E+0	-307.270E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.508E+0	-303.281E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.608E+0	-302.841E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.708E+0	-306.058E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.808E+0	-308.563E-9	0.00000E+0	-141.000E+0	-34.0000E-9
274.908E+0	-304.787E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.008E+0	-311.140E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.108E+0	-308.389E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.208E+0	-302.766E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.308E+0	-301.845E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.408E+0	-302.357E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.508E+0	-307.301E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.608E+0	-308.293E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.708E+0	-308.408E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.808E+0	-307.524E-9	0.00000E+0	-141.000E+0	-34.0000E-9
275.908E+0	-308.068E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.008E+0	-304.820E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.108E+0	-307.924E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.208E+0	-303.196E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.308E+0	-299.921E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.408E+0	-299.884E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.508E+0	-299.839E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.608E+0	-299.642E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.708E+0	-299.546E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.808E+0	-299.205E-9	0.00000E+0	-141.000E+0	-34.0000E-9
276.908E+0	-305.186E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.008E+0	-305.914E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.108E+0	-300.968E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.208E+0	-298.688E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.308E+0	-305.072E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.408E+0	-302.477E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.508E+0	-298.969E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.608E+0	-299.533E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.708E+0	-298.845E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.808E+0	-302.185E-9	0.00000E+0	-141.000E+0	-34.0000E-9
277.908E+0	-298.785E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.008E+0	-298.257E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.108E+0	-298.881E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.208E+0	-298.913E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.308E+0	-302.621E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.408E+0	-298.968E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.508E+0	-300.251E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.608E+0	-308.919E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.708E+0	-298.279E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.808E+0	-297.830E-9	0.00000E+0	-141.000E+0	-34.0000E-9
278.908E+0	-297.282E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.008E+0	-297.589E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.108E+0	-297.001E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.208E+0	-300.391E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.308E+0	-296.630E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.408E+0	-300.070E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.508E+0	-306.845E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.608E+0	-296.223E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.708E+0	-296.291E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.808E+0	-299.531E-9	0.00000E+0	-141.000E+0	-34.0000E-9
279.908E+0	-300.183E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.008E+0	-295.205E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.108E+0	-295.449E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.208E+0	-294.850E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.308E+0	-296.913E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.408E+0	-295.310E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.508E+0	-305.124E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.608E+0	-298.142E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.708E+0	-294.979E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.808E+0	-299.461E-9	0.00000E+0	-141.000E+0	-34.0000E-9
280.908E+0	-294.425E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.008E+0	-294.170E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.108E+0	-294.526E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.208E+0	-294.726E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.308E+0	-294.330E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.408E+0	-294.516E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.508E+0	-301.699E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.608E+0	-293.618E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.708E+0	-300.187E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.808E+0	-302.707E-9	0.00000E+0	-141.000E+0	-34.0000E-9
281.908E+0	-301.097E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.008E+0	-299.326E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.108E+0	-292.045E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.208E+0	-293.808E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.308E+0	-301.364E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.408E+0	-302.277E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.508E+0	-302.024E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.608E+0	-295.087E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.708E+0	-297.238E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.808E+0	-294.797E-9	0.00000E+0	-141.000E+0	-34.0000E-9
282.908E+0	-292.204E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.008E+0	-292.257E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.108E+0	-294.140E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.208E+0	-292.277E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.308E+0	-292.231E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.408E+0	-301.250E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.508E+0	-295.939E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.608E+0	-292.369E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.708E+0	-291.588E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.808E+0	-293.833E-9	0.00000E+0	-141.000E+0	-34.0000E-9
283.908E+0	-295.581E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.008E+0	-292.264E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.108E+0	-291.578E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.208E+0	-291.346E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.308E+0	-291.063E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.408E+0	-295.574E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.508E+0	-290.426E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.608E+0	-294.954E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.708E+0	-297.384E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.808E+0	-295.159E-9	0.00000E+0	-141.000E+0	-34.0000E-9
284.908E+0	-300.455E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.008E+0	-294.800E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.108E+0	-297.908E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.208E+0	-289.103E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.308E+0	-289.134E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.408E+0	-292.996E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.508E+0	-298.218E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.608E+0	-289.345E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.708E+0	-290.616E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.808E+0	-296.476E-9	0.00000E+0	-141.000E+0	-34.0000E-9
285.908E+0	-288.889E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.008E+0	-288.903E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.108E+0	-289.068E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.208E+0	-288.969E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.308E+0	-291.721E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.408E+0	-292.694E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.508E+0	-291.640E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.608E+0	-288.118E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.708E+0	-298.780E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.808E+0	-291.826E-9	0.00000E+0	-141.000E+0	-34.0000E-9
286.908E+0	-288.359E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.008E+0	-290.792E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.108E+0	-294.227E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.208E+0	-288.044E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.308E+0	-289.878E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.408E+0	-287.889E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.508E+0	-287.818E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.608E+0	-288.033E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.708E+0	-287.685E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.808E+0	-287.248E-9	0.00000E+0	-141.000E+0	-34.0000E-9
287.908E+0	-287.298E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.008E+0	-293.443E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.108E+0	-295.271E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.208E+0	-287.251E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.308E+0	-292.088E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.408E+0	-296.457E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.508E+0	-294.482E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.608E+0	-290.220E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.708E+0	-287.576E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.808E+0	-287.241E-9	0.00000E+0	-141.000E+0	-34.0000E-9
288.908E+0	-289.399E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.008E+0	-294.238E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.108E+0	-286.657E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.208E+0	-288.009E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.308E+0	-295.729E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.408E+0	-286.568E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.508E+0	-286.407E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.608E+0	-286.553E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.708E+0	-286.225E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.808E+0	-285.922E-9	0.00000E+0	-141.000E+0	-34.0000E-9
289.908E+0	-291.628E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.008E+0	-286.344E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.108E+0	-285.777E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.208E+0	-287.485E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.309E+0	-289.626E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.409E+0	-291.678E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.509E+0	-288.449E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.609E+0	-285.075E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.709E+0	-287.519E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.809E+0	-285.590E-9	0.00000E+0	-141.000E+0	-34.0000E-9
290.909E+0	-295.965E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.009E+0	-285.962E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.109E+0	-284.869E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.209E+0	-284.318E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.309E+0	-284.450E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.409E+0	-287.139E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.509E+0	-286.488E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.609E+0	-292.076E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.709E+0	-291.118E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.809E+0	-290.032E-9	0.00000E+0	-141.000E+0	-34.0000E-9
291.909E+0	-289.407E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.009E+0	-291.943E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.109E+0	-290.220E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.209E+0	-290.583E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.309E+0	-285.710E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.409E+0	-288.419E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.509E+0	-282.574E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.609E+0	-282.601E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.709E+0	-290.842E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.809E+0	-289.094E-9	0.00000E+0	-141.000E+0	-34.0000E-9
292.909E+0	-288.748E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.009E+0	-293.554E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.109E+0	-291.519E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.209E+0	-291.770E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.309E+0	-284.727E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.409E+0	-282.274E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.509E+0	-282.493E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.609E+0	-285.948E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.709E+0	-282.070E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.809E+0	-281.980E-9	0.00000E+0	-141.000E+0	-34.0000E-9
293.909E+0	-281.691E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.009E+0	-283.473E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.109E+0	-283.112E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.209E+0	-280.737E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.309E+0	-280.979E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.409E+0	-280.956E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.509E+0	-280.703E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.609E+0	-280.943E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.709E+0	-281.014E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.809E+0	-280.378E-9	0.00000E+0	-141.000E+0	-34.0000E-9
294.909E+0	-289.052E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.009E+0	-289.455E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.109E+0	-288.302E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.209E+0	-288.891E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.309E+0	-295.511E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.409E+0	-292.913E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.509E+0	-292.072E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.609E+0	-288.745E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.709E+0	-288.647E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.809E+0	-293.572E-9	0.00000E+0	-141.000E+0	-34.0000E-9
295.909E+0	-289.662E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.009E+0	-290.027E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.109E+0	-288.848E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.209E+0	-289.401E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.309E+0	-287.784E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.409E+0	-293.307E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.509E+0	-295.822E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.609E+0	-293.258E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.709E+0	-298.774E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.809E+0	-288.681E-9	0.00000E+0	-141.000E+0	-34.0000E-9
296.909E+0	-286.753E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.009E+0	-289.897E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.109E+0	-293.926E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.209E+0	-285.676E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.309E+0	-293.814E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.409E+0	-285.693E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.509E+0	-289.921E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.609E+0	-288.504E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.709E+0	-285.395E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.809E+0	-285.152E-9	0.00000E+0	-141.000E+0	-34.0000E-9
297.909E+0	-285.114E-9	0.00000E+0	-141.000E+0	-34.0000E-9
298.009E+0	-284.523E-9	0.00000E+0	-141.000E+0	-34.0000E-9
298.109E+0	-284.806E-9	0.00000E+0	-141.000E+0	-34.0000E-9
298.209E+0	-284.943E-9	0.00000E+0	-141.000E+0	-34.0000E-9
