Experiment	myLongTerm	
Date	28.01.2016 13:44:25	
User	Danilo	
Tip Information		
Sample material		

[DATA]
Time (s)	Current (A)	Counter 1 (cps)	Bias (V)	Z (m)
1.52977E+3	-226.709E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.52987E+3	-226.433E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.52997E+3	-225.961E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53007E+3	-226.612E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53017E+3	-225.897E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53027E+3	-226.518E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53037E+3	-226.066E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53047E+3	-226.010E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53057E+3	-226.878E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53067E+3	-227.036E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53077E+3	-227.425E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53087E+3	-223.594E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53097E+3	-223.316E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53107E+3	-223.498E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53117E+3	-222.128E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53127E+3	-221.596E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53137E+3	-221.881E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53147E+3	-221.679E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53157E+3	-222.032E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53167E+3	-221.773E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53177E+3	-221.614E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53187E+3	-221.661E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53197E+3	-221.966E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53207E+3	-221.942E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53217E+3	-223.573E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53227E+3	-223.691E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53237E+3	-223.451E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53247E+3	-224.158E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53257E+3	-223.862E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53267E+3	-224.068E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53277E+3	-224.256E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53287E+3	-224.181E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53297E+3	-224.038E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53307E+3	-223.294E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53317E+3	-223.903E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53327E+3	-223.343E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53337E+3	-221.690E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53347E+3	-221.862E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53357E+3	-222.240E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53367E+3	-222.110E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53377E+3	-222.751E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53387E+3	-222.394E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53397E+3	-224.405E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53407E+3	-224.289E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53417E+3	-223.724E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53427E+3	-224.121E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53437E+3	-224.480E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53447E+3	-224.067E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53457E+3	-222.303E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53467E+3	-222.823E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53477E+3	-223.071E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53487E+3	-224.453E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53497E+3	-223.820E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53507E+3	-224.245E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53517E+3	-223.686E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53527E+3	-224.430E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53537E+3	-224.403E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53547E+3	-228.795E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53557E+3	-222.663E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53567E+3	-222.208E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53577E+3	-222.280E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53587E+3	-223.130E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53597E+3	-226.240E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53607E+3	-228.753E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53617E+3	-228.735E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53627E+3	-228.842E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53637E+3	-228.085E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53647E+3	-228.769E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53657E+3	-228.561E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53667E+3	-228.204E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53677E+3	-230.355E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53687E+3	-228.496E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53697E+3	-228.554E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53707E+3	-228.231E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53717E+3	-227.369E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53727E+3	-227.111E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53737E+3	-226.629E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53747E+3	-226.544E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53757E+3	-226.587E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53767E+3	-226.937E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53777E+3	-228.626E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53787E+3	-228.136E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53797E+3	-228.467E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53807E+3	-228.266E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53817E+3	-229.008E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53827E+3	-228.988E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53837E+3	-229.416E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53847E+3	-228.542E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53857E+3	-228.514E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53867E+3	-228.468E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53877E+3	-228.562E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53887E+3	-228.446E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53897E+3	-228.149E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53907E+3	-228.878E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53917E+3	-229.287E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53927E+3	-229.061E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53937E+3	-226.023E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53947E+3	-226.514E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53957E+3	-226.148E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53967E+3	-226.524E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53977E+3	-226.868E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53987E+3	-226.371E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.53997E+3	-226.578E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54007E+3	-226.702E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54017E+3	-225.896E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54027E+3	-226.153E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54037E+3	-236.623E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54047E+3	-238.074E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54057E+3	-237.635E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54067E+3	-237.349E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54077E+3	-237.379E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54087E+3	-237.063E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54097E+3	-237.944E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54107E+3	-238.269E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54117E+3	-237.452E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54127E+3	-237.755E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54137E+3	-237.308E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54147E+3	-237.430E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54157E+3	-237.403E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54167E+3	-237.739E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54177E+3	-237.079E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54187E+3	-237.458E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54197E+3	-237.255E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54207E+3	-237.128E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54217E+3	-236.649E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54227E+3	-236.931E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54237E+3	-236.716E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54247E+3	-237.077E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54257E+3	-237.592E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54267E+3	-238.160E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54277E+3	-237.744E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54287E+3	-237.802E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54297E+3	-237.160E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54307E+3	-237.891E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54317E+3	-237.563E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54327E+3	-237.474E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54337E+3	-237.371E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54347E+3	-236.905E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54357E+3	-238.739E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54367E+3	-237.311E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54377E+3	-237.566E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54387E+3	-237.889E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54397E+3	-237.883E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54407E+3	-237.891E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54417E+3	-237.775E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54427E+3	-237.440E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54437E+3	-238.178E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54447E+3	-237.720E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54457E+3	-238.339E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54467E+3	-238.608E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54477E+3	-237.921E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54487E+3	-235.978E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54497E+3	-237.221E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54507E+3	-237.865E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54517E+3	-238.777E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54527E+3	-237.455E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54537E+3	-235.289E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54547E+3	-235.155E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54557E+3	-235.326E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54567E+3	-235.240E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54577E+3	-234.958E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54587E+3	-235.231E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54597E+3	-235.786E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54607E+3	-235.649E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54617E+3	-235.266E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54627E+3	-235.783E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54637E+3	-235.759E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54647E+3	-235.606E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54657E+3	-235.223E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54667E+3	-235.527E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54677E+3	-235.130E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54687E+3	-236.729E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54697E+3	-236.193E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54707E+3	-236.091E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54717E+3	-236.090E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54727E+3	-236.896E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54737E+3	-236.784E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54747E+3	-239.630E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54757E+3	-236.592E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54767E+3	-236.040E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54777E+3	-235.903E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54787E+3	-236.207E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54797E+3	-236.414E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54807E+3	-235.983E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54817E+3	-236.017E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54827E+3	-237.776E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54837E+3	-237.742E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54847E+3	-237.585E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54857E+3	-238.184E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54867E+3	-237.821E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54877E+3	-236.414E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54887E+3	-236.535E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54897E+3	-236.121E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54907E+3	-236.265E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54917E+3	-236.665E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54927E+3	-235.776E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54937E+3	-235.809E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54947E+3	-236.113E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54957E+3	-235.760E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54967E+3	-237.433E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54977E+3	-237.797E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54987E+3	-236.290E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.54997E+3	-236.208E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55007E+3	-237.075E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55017E+3	-237.044E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55027E+3	-235.760E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55037E+3	-235.897E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55047E+3	-236.236E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55057E+3	-236.317E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55067E+3	-236.205E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55077E+3	-235.850E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55087E+3	-235.895E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55097E+3	-235.942E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55107E+3	-235.369E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55117E+3	-235.298E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55127E+3	-235.684E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55137E+3	-235.136E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55147E+3	-235.337E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55157E+3	-235.370E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55167E+3	-235.828E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55177E+3	-236.128E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55187E+3	-235.693E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55197E+3	-236.045E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55207E+3	-235.687E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55217E+3	-235.603E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55227E+3	-235.154E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55237E+3	-235.325E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55247E+3	-236.938E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55257E+3	-236.943E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55267E+3	-237.195E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55277E+3	-224.393E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55287E+3	-215.989E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55297E+3	-215.491E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55307E+3	-217.177E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55317E+3	-217.264E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55327E+3	-217.318E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55337E+3	-217.681E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55347E+3	-217.671E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55357E+3	-217.793E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55367E+3	-217.635E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55377E+3	-217.066E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55387E+3	-217.450E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55397E+3	-217.099E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55407E+3	-217.045E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55417E+3	-217.544E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55427E+3	-217.104E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55437E+3	-217.146E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55447E+3	-217.396E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55457E+3	-216.843E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55467E+3	-217.526E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55477E+3	-217.071E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55487E+3	-217.053E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55497E+3	-217.519E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55507E+3	-218.530E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55517E+3	-217.727E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55527E+3	-216.296E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55537E+3	-216.214E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55547E+3	-218.794E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55557E+3	-218.347E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55567E+3	-217.503E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55577E+3	-218.413E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55587E+3	-217.830E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55597E+3	-218.508E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55607E+3	-217.930E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55617E+3	-217.968E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55627E+3	-217.609E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55637E+3	-217.598E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55647E+3	-217.461E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55657E+3	-217.582E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55667E+3	-218.630E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55677E+3	-218.732E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55687E+3	-217.736E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55697E+3	-216.191E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55707E+3	-215.528E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55717E+3	-215.888E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55727E+3	-215.811E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55737E+3	-215.718E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55747E+3	-215.822E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55757E+3	-216.226E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55767E+3	-234.487E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55777E+3	-234.288E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55787E+3	-234.658E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55797E+3	-234.648E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55807E+3	-234.531E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55817E+3	-235.845E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55827E+3	-237.316E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55837E+3	-236.789E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55847E+3	-236.702E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55857E+3	-237.419E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55867E+3	-236.491E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55877E+3	-237.209E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55887E+3	-236.620E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55897E+3	-236.544E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55907E+3	-236.768E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55917E+3	-236.434E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55927E+3	-237.007E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55937E+3	-236.224E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55947E+3	-234.697E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55957E+3	-234.625E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55967E+3	-234.892E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55977E+3	-234.116E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55987E+3	-233.906E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.55997E+3	-235.350E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56007E+3	-236.175E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56017E+3	-236.296E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56027E+3	-236.304E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56037E+3	-236.207E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56047E+3	-235.730E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56057E+3	-235.396E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56067E+3	-235.824E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56077E+3	-235.957E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56087E+3	-236.492E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56097E+3	-235.977E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56107E+3	-235.477E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56117E+3	-236.143E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56127E+3	-236.242E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56137E+3	-235.761E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56147E+3	-236.029E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56157E+3	-235.982E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56167E+3	-235.827E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56177E+3	-235.150E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56187E+3	-235.972E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56197E+3	-235.938E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56207E+3	-235.880E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56217E+3	-235.846E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56227E+3	-235.698E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56237E+3	-235.500E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56247E+3	-234.766E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56257E+3	-234.076E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56267E+3	-234.486E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56277E+3	-234.453E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56287E+3	-235.299E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56297E+3	-235.564E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56307E+3	-235.209E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56317E+3	-235.792E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56327E+3	-235.780E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56337E+3	-236.947E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56347E+3	-236.599E-9	0.00000E+0	-141.000E+0	-34.0000E-9
1.56357E+3	-237.303E-9	0.00000E+0	-141.000E+0	-34.0000E-9
