Experiment	LongTerm Data	
Date	05.01.2016 16:35:53	
User		
Base Timestamp	2016-01-05 15:36:27.26	

[DATA]
Rel. Time (s)	Z (m)
899.000E+0	27.5839E-9
899.999E+0	27.6451E-9
901.000E+0	27.6485E-9
902.000E+0	27.6171E-9
903.000E+0	27.5642E-9
904.000E+0	27.6127E-9
905.000E+0	27.6293E-9
906.000E+0	27.6048E-9
907.000E+0	27.5714E-9
908.000E+0	27.5678E-9
909.000E+0	27.5853E-9
910.000E+0	27.5964E-9
911.000E+0	27.5784E-9
912.000E+0	27.5138E-9
913.003E+0	27.5669E-9
914.000E+0	27.5700E-9
915.000E+0	27.5567E-9
916.000E+0	27.5364E-9
917.000E+0	27.5034E-9
918.000E+0	27.5396E-9
919.000E+0	27.5410E-9
920.000E+0	27.5234E-9
921.000E+0	27.4611E-9
922.001E+0	27.5106E-9
923.001E+0	27.4995E-9
924.001E+0	27.4928E-9
925.000E+0	27.4935E-9
926.000E+0	27.4357E-9
927.000E+0	27.4797E-9
928.000E+0	27.4659E-9
929.007E+0	27.4668E-9
930.000E+0	27.4161E-9
931.001E+0	27.4470E-9
932.002E+0	27.4346E-9
933.001E+0	27.4205E-9
934.003E+0	27.4375E-9
934.999E+0	27.4126E-9
936.000E+0	27.4188E-9
937.000E+0	27.3936E-9
938.000E+0	27.4013E-9
939.000E+0	27.3616E-9
940.000E+0	27.3669E-9
941.000E+0	27.3790E-9
942.000E+0	27.3348E-9
943.000E+0	27.3753E-9
944.000E+0	27.3134E-9
945.000E+0	27.3664E-9
946.000E+0	27.3445E-9
947.000E+0	27.3517E-9
948.000E+0	27.3480E-9
949.000E+0	27.3036E-9
950.000E+0	27.3388E-9
951.000E+0	27.2955E-9
952.000E+0	27.3143E-9
953.000E+0	27.3231E-9
954.003E+0	27.3125E-9
955.000E+0	27.3108E-9
956.000E+0	27.2496E-9
957.000E+0	27.3007E-9
958.000E+0	27.2641E-9
959.000E+0	27.2918E-9
960.000E+0	27.2644E-9
961.000E+0	27.2575E-9
962.000E+0	27.2672E-9
963.000E+0	27.2201E-9
964.000E+0	27.2539E-9
965.000E+0	27.2052E-9
966.000E+0	27.2448E-9
967.000E+0	27.2176E-9
968.000E+0	27.2350E-9
969.000E+0	27.2166E-9
970.000E+0	27.2023E-9
971.000E+0	27.2202E-9
972.000E+0	27.1652E-9
973.000E+0	27.2103E-9
974.000E+0	27.1745E-9
975.000E+0	27.1887E-9
976.000E+0	27.1838E-9
977.000E+0	27.1766E-9
978.000E+0	27.1707E-9
979.000E+0	27.1530E-9
980.000E+0	27.1667E-9
981.000E+0	27.0995E-9
982.000E+0	27.1534E-9
983.000E+0	27.1422E-9
984.000E+0	27.1461E-9
985.000E+0	27.1267E-9
986.000E+0	27.0712E-9
987.000E+0	27.1238E-9
988.000E+0	27.1294E-9
989.000E+0	27.1249E-9
990.000E+0	27.1152E-9
991.000E+0	27.0672E-9
992.000E+0	27.0580E-9
993.000E+0	27.0913E-9
994.000E+0	27.0970E-9
995.000E+0	27.0827E-9
996.000E+0	27.0662E-9
997.000E+0	27.0012E-9
998.000E+0	27.0233E-9
999.001E+0	27.0487E-9
1.00000E+3	27.0631E-9
1.00100E+3	27.0430E-9
1.00200E+3	26.9970E-9
1.00300E+3	26.9588E-9
1.00400E+3	27.0134E-9
1.00500E+3	27.0221E-9
1.00600E+3	27.0240E-9
1.00700E+3	27.0008E-9
1.00800E+3	26.9357E-9
1.00900E+3	26.9363E-9
1.01000E+3	26.9812E-9
1.01100E+3	27.0083E-9
1.01200E+3	26.9661E-9
1.01300E+3	26.9467E-9
1.01400E+3	26.8881E-9
1.01500E+3	26.9320E-9
1.01600E+3	26.9430E-9
1.01700E+3	26.9856E-9
1.01800E+3	26.9338E-9
1.01900E+3	26.8727E-9
1.02000E+3	26.8595E-9
1.02100E+3	26.9069E-9
1.02200E+3	26.9343E-9
1.02300E+3	26.9213E-9
1.02400E+3	26.8886E-9
1.02500E+3	26.8343E-9
1.02600E+3	26.8491E-9
1.02700E+3	26.8808E-9
1.02800E+3	26.9354E-9
1.02900E+3	26.8768E-9
1.03000E+3	26.8352E-9
1.03100E+3	26.8066E-9
1.03200E+3	26.8266E-9
1.03300E+3	26.8579E-9
1.03400E+3	26.8901E-9
1.03500E+3	26.8254E-9
1.03600E+3	26.7691E-9
1.03700E+3	26.7609E-9
1.03800E+3	26.8073E-9
1.03900E+3	26.8617E-9
1.04000E+3	26.8310E-9
1.04100E+3	26.7669E-9
1.04200E+3	26.7330E-9
1.04300E+3	26.7260E-9
1.04400E+3	26.7887E-9
1.04500E+3	26.8389E-9
1.04600E+3	26.7678E-9
1.04700E+3	26.7013E-9
1.04800E+3	26.6871E-9
1.04900E+3	26.7144E-9
1.05000E+3	26.7739E-9
1.05100E+3	26.7730E-9
1.05200E+3	26.7162E-9
1.05300E+3	26.6649E-9
1.05400E+3	26.6553E-9
1.05500E+3	26.7096E-9
1.05600E+3	26.7540E-9
1.05700E+3	26.7171E-9
1.05800E+3	26.6450E-9
1.05900E+3	26.6325E-9
1.06000E+3	26.6341E-9
1.06100E+3	26.6842E-9
1.06200E+3	26.7029E-9
1.06300E+3	26.6544E-9
1.06400E+3	26.5942E-9
1.06500E+3	26.6003E-9
1.06600E+3	26.6123E-9
1.06700E+3	26.6723E-9
1.06800E+3	26.6665E-9
1.06900E+3	26.5840E-9
1.07000E+3	26.5709E-9
1.07100E+3	26.5637E-9
1.07200E+3	26.5985E-9
1.07300E+3	26.6237E-9
1.07400E+3	26.5962E-9
1.07500E+3	26.5384E-9
1.07600E+3	26.5290E-9
1.07700E+3	26.5257E-9
1.07800E+3	26.5794E-9
1.07900E+3	26.5841E-9
1.08000E+3	26.5207E-9
1.08100E+3	26.5071E-9
1.08200E+3	26.5012E-9
1.08300E+3	26.4973E-9
1.08400E+3	26.5423E-9
1.08500E+3	26.5256E-9
1.08600E+3	26.4713E-9
1.08700E+3	26.4654E-9
1.08800E+3	26.4658E-9
1.08900E+3	26.4915E-9
1.09000E+3	26.5098E-9
1.09100E+3	26.4707E-9
1.09200E+3	26.4401E-9
1.09300E+3	26.4183E-9
1.09400E+3	26.4249E-9
1.09500E+3	26.4563E-9
1.09600E+3	26.4517E-9
1.09700E+3	26.4108E-9
1.09800E+3	26.3857E-9
1.09900E+3	26.3930E-9
1.10000E+3	26.4074E-9
1.10100E+3	26.4345E-9
1.10200E+3	26.4136E-9
1.10300E+3	26.3782E-9
1.10400E+3	26.3617E-9
1.10500E+3	26.3611E-9
1.10600E+3	26.3875E-9
1.10701E+3	26.3911E-9
1.10800E+3	26.3555E-9
1.10900E+3	26.3255E-9
1.11000E+3	26.3148E-9
1.11100E+3	26.3253E-9
1.11200E+3	26.3362E-9
1.11300E+3	26.3283E-9
1.11400E+3	26.3013E-9
1.11500E+3	26.2812E-9
1.11600E+3	26.2683E-9
1.11700E+3	26.2901E-9
1.11800E+3	26.3019E-9
1.11900E+3	26.2787E-9
1.12000E+3	26.2373E-9
1.12100E+3	26.2272E-9
1.12200E+3	26.2344E-9
1.12300E+3	26.2461E-9
1.12400E+3	26.2449E-9
1.12500E+3	26.2252E-9
1.12600E+3	26.1909E-9
1.12700E+3	26.1847E-9
1.12800E+3	26.2038E-9
1.12900E+3	26.2134E-9
1.13000E+3	26.2021E-9
1.13100E+3	26.1704E-9
1.13200E+3	26.1462E-9
1.13300E+3	26.1380E-9
1.13400E+3	26.1759E-9
1.13500E+3	26.1744E-9
1.13600E+3	26.1651E-9
1.13700E+3	26.1182E-9
1.13800E+3	26.1207E-9
1.13900E+3	26.1340E-9
1.14000E+3	26.1415E-9
1.14100E+3	26.1395E-9
1.14200E+3	26.1222E-9
1.14300E+3	26.0889E-9
1.14400E+3	26.0791E-9
1.14500E+3	26.1056E-9
1.14600E+3	26.1020E-9
1.14700E+3	26.0905E-9
1.14800E+3	26.0685E-9
1.14900E+3	26.0654E-9
1.15000E+3	26.0573E-9
1.15100E+3	26.0674E-9
1.15200E+3	26.0578E-9
1.15300E+3	26.0535E-9
1.15400E+3	26.0335E-9
1.15500E+3	26.0230E-9
1.15600E+3	26.0196E-9
1.15700E+3	26.0189E-9
1.15800E+3	26.0225E-9
1.15900E+3	25.9946E-9
1.16000E+3	25.9920E-9
1.16100E+3	25.9962E-9
1.16200E+3	25.9857E-9
1.16300E+3	25.9778E-9
1.16400E+3	25.9809E-9
1.16500E+3	25.9791E-9
1.16600E+3	25.9732E-9
1.16700E+3	25.9607E-9
1.16800E+3	25.9655E-9
1.16900E+3	25.9493E-9
1.17000E+3	25.9347E-9
1.17100E+3	25.9469E-9
1.17200E+3	25.9398E-9
1.17300E+3	25.9139E-9
1.17400E+3	25.9198E-9
1.17500E+3	25.9318E-9
1.17600E+3	25.9121E-9
1.17700E+3	25.9125E-9
1.17800E+3	25.9218E-9
1.17900E+3	25.8976E-9
1.18000E+3	25.8907E-9
1.18100E+3	25.8713E-9
1.18200E+3	25.9004E-9
1.18300E+3	25.8921E-9
1.18400E+3	25.8735E-9
1.18500E+3	25.8632E-9
1.18600E+3	25.8600E-9
1.18700E+3	25.8470E-9
1.18800E+3	25.8703E-9
1.18900E+3	25.8668E-9
1.19000E+3	25.8274E-9
1.19100E+3	25.8320E-9
1.19200E+3	25.8176E-9
1.19300E+3	25.8371E-9
1.19400E+3	25.8323E-9
1.19500E+3	25.8237E-9
1.19600E+3	25.7893E-9
1.19700E+3	25.7958E-9
1.19800E+3	25.7822E-9
1.19900E+3	25.8223E-9
1.20000E+3	25.8098E-9
1.20100E+3	25.7816E-9
1.20200E+3	25.7671E-9
1.20300E+3	25.7575E-9
1.20400E+3	25.7656E-9
1.20500E+3	25.7722E-9
1.20600E+3	25.7623E-9
1.20700E+3	25.7242E-9
1.20800E+3	25.7351E-9
1.20900E+3	25.7080E-9
1.21000E+3	25.7255E-9
1.21100E+3	25.7318E-9
1.21200E+3	25.7058E-9
1.21300E+3	25.6826E-9
1.21400E+3	25.6853E-9
1.21500E+3	25.6895E-9
1.21600E+3	25.7037E-9
1.21700E+3	25.6755E-9
1.21800E+3	25.6493E-9
1.21900E+3	25.6561E-9
1.22000E+3	25.6510E-9
1.22100E+3	25.6684E-9
1.22200E+3	25.6654E-9
1.22300E+3	25.6445E-9
1.22400E+3	25.6309E-9
1.22500E+3	25.6207E-9
1.22600E+3	25.6259E-9
1.22700E+3	25.6369E-9
1.22800E+3	25.6257E-9
1.22900E+3	25.5876E-9
1.23000E+3	25.5967E-9
1.23100E+3	25.5719E-9
1.23200E+3	25.5959E-9
1.23300E+3	25.5952E-9
1.23400E+3	25.5804E-9
1.23500E+3	25.5549E-9
1.23600E+3	25.5628E-9
1.23700E+3	25.5583E-9
1.23800E+3	25.5814E-9
1.23900E+3	25.5752E-9
1.24000E+3	25.5329E-9
1.24100E+3	25.5258E-9
1.24200E+3	25.5074E-9
1.24300E+3	25.5296E-9
1.24400E+3	25.5286E-9
1.24500E+3	25.5218E-9
1.24600E+3	25.4828E-9
1.24700E+3	25.4809E-9
1.24800E+3	25.4719E-9
1.24900E+3	25.5045E-9
1.25000E+3	25.4937E-9
1.25100E+3	25.4721E-9
1.25200E+3	25.4543E-9
1.25300E+3	25.4508E-9
1.25400E+3	25.4448E-9
1.25500E+3	25.4662E-9
1.25600E+3	25.4585E-9
1.25700E+3	25.4143E-9
1.25800E+3	25.4173E-9
1.25900E+3	25.4121E-9
1.26000E+3	25.4247E-9
1.26101E+3	25.4129E-9
1.26200E+3	25.4126E-9
1.26300E+3	25.3887E-9
1.26400E+3	25.3763E-9
1.26500E+3	25.3622E-9
1.26600E+3	25.3915E-9
1.26700E+3	25.3803E-9
1.26800E+3	25.3437E-9
1.26900E+3	25.3496E-9
1.27000E+3	25.3487E-9
1.27100E+3	25.3322E-9
1.27200E+3	25.3367E-9
1.27300E+3	25.3396E-9
1.27400E+3	25.3142E-9
1.27500E+3	25.3167E-9
1.27601E+3	25.3036E-9
1.27700E+3	25.3109E-9
1.27800E+3	25.2923E-9
1.27900E+3	25.2786E-9
1.28000E+3	25.2892E-9
1.28100E+3	25.2666E-9
1.28200E+3	25.2488E-9
1.28300E+3	25.2492E-9
1.28400E+3	25.2429E-9
1.28500E+3	25.2259E-9
1.28600E+3	25.2282E-9
1.28700E+3	25.2321E-9
1.28800E+3	25.2127E-9
1.28900E+3	25.2077E-9
1.29000E+3	25.2089E-9
1.29100E+3	25.1953E-9
1.29200E+3	25.1796E-9
1.29300E+3	25.1815E-9
1.29401E+3	25.1812E-9
1.29500E+3	25.1615E-9
1.29600E+3	25.1530E-9
1.29700E+3	25.1577E-9
1.29800E+3	25.1485E-9
1.29900E+3	25.1387E-9
1.30000E+3	25.1259E-9
1.30100E+3	25.1230E-9
1.30200E+3	25.1257E-9
1.30300E+3	25.1168E-9
1.30400E+3	25.1156E-9
1.30500E+3	25.0977E-9
1.30600E+3	25.0976E-9
1.30700E+3	25.0853E-9
1.30800E+3	25.0951E-9
1.30900E+3	25.0889E-9
1.31000E+3	25.0826E-9
1.31100E+3	25.0570E-9
1.31200E+3	25.0502E-9
1.31300E+3	25.0611E-9
1.31400E+3	25.0599E-9
1.31500E+3	25.0486E-9
1.31600E+3	25.0330E-9
1.31700E+3	25.0162E-9
1.31800E+3	24.9995E-9
1.31900E+3	25.0282E-9
1.32000E+3	25.0144E-9
1.32100E+3	25.0138E-9
1.32200E+3	24.9736E-9
1.32300E+3	24.9745E-9
1.32400E+3	24.9793E-9
1.32500E+3	24.9844E-9
1.32600E+3	24.9930E-9
1.32700E+3	24.9758E-9
1.32800E+3	24.9390E-9
1.32900E+3	24.9334E-9
1.33000E+3	24.9576E-9
1.33100E+3	24.9612E-9
1.33200E+3	24.9434E-9
1.33300E+3	24.9229E-9
1.33400E+3	24.9077E-9
1.33500E+3	24.8998E-9
1.33600E+3	24.9264E-9
1.33700E+3	24.9310E-9
1.33800E+3	24.9098E-9
1.33900E+3	24.8700E-9
1.34000E+3	24.8729E-9
1.34100E+3	24.8807E-9
1.34200E+3	24.8919E-9
1.34300E+3	24.8882E-9
1.34400E+3	24.8646E-9
1.34500E+3	24.8424E-9
1.34600E+3	24.8269E-9
1.34700E+3	24.8472E-9
1.34800E+3	24.8608E-9
1.34900E+3	24.8477E-9
1.35000E+3	24.8200E-9
1.35100E+3	24.8037E-9
1.35200E+3	24.8078E-9
1.35300E+3	24.8278E-9
1.35400E+3	24.8287E-9
1.35500E+3	24.8027E-9
1.35600E+3	24.7784E-9
1.35701E+3	24.7690E-9
1.35800E+3	24.7897E-9
1.35900E+3	24.8018E-9
1.36001E+3	24.8012E-9
1.36100E+3	24.7623E-9
1.36201E+3	24.7460E-9
1.36300E+3	24.7483E-9
1.36400E+3	24.7705E-9
1.36500E+3	24.7870E-9
1.36600E+3	24.7665E-9
1.36700E+3	24.7294E-9
1.36800E+3	24.7180E-9
1.36900E+3	24.7238E-9
1.37000E+3	24.7542E-9
1.37100E+3	24.7472E-9
1.37200E+3	24.7149E-9
1.37300E+3	24.6825E-9
1.37400E+3	24.6779E-9
1.37500E+3	24.6936E-9
1.37601E+3	24.7229E-9
1.37700E+3	24.7226E-9
1.37800E+3	24.6716E-9
1.37900E+3	24.6570E-9
1.38000E+3	24.6585E-9
1.38100E+3	24.6925E-9
1.38200E+3	24.7035E-9
1.38301E+3	24.6663E-9
1.38400E+3	24.6324E-9
1.38500E+3	24.6096E-9
1.38600E+3	24.6207E-9
1.38700E+3	24.6682E-9
1.38800E+3	24.6637E-9
1.38900E+3	24.6020E-9
1.39000E+3	24.5770E-9
1.39100E+3	24.5809E-9
1.39200E+3	24.6056E-9
1.39300E+3	24.6323E-9
1.39400E+3	24.6111E-9
1.39500E+3	24.5502E-9
1.39600E+3	24.5305E-9
1.39700E+3	24.5384E-9
1.39800E+3	24.5928E-9
1.39900E+3	24.6087E-9
1.40000E+3	24.5513E-9
1.40100E+3	24.5122E-9
1.40200E+3	24.4960E-9
1.40300E+3	24.4978E-9
1.40400E+3	24.5680E-9
1.40500E+3	24.5566E-9
1.40600E+3	24.4721E-9
1.40700E+3	24.4542E-9
1.40800E+3	24.4562E-9
1.40900E+3	24.5009E-9
1.41000E+3	24.5310E-9
1.41100E+3	24.4884E-9
1.41200E+3	24.4297E-9
1.41300E+3	24.4158E-9
1.41400E+3	24.4231E-9
1.41500E+3	24.4905E-9
1.41600E+3	24.4950E-9
1.41700E+3	24.4343E-9
1.41800E+3	24.3896E-9
1.41900E+3	24.3813E-9
1.42000E+3	24.4212E-9
1.42100E+3	24.4653E-9
1.42200E+3	24.4385E-9
1.42300E+3	24.3669E-9
1.42400E+3	24.3399E-9
1.42500E+3	24.3399E-9
1.42600E+3	24.3934E-9
1.42700E+3	24.4322E-9
1.42800E+3	24.3747E-9
1.42900E+3	24.3119E-9
1.43000E+3	24.3043E-9
1.43100E+3	24.3311E-9
1.43200E+3	24.3759E-9
1.43300E+3	24.3703E-9
1.43400E+3	24.3182E-9
1.43500E+3	24.2589E-9
1.43600E+3	24.2648E-9
1.43700E+3	24.3117E-9
1.43800E+3	24.3636E-9
1.43900E+3	24.3120E-9
1.44000E+3	24.2561E-9
1.44100E+3	24.2431E-9
1.44200E+3	24.2489E-9
1.44300E+3	24.2884E-9
1.44400E+3	24.3258E-9
1.44500E+3	24.2606E-9
1.44600E+3	24.2023E-9
1.44700E+3	24.1844E-9
1.44800E+3	24.2311E-9
1.44901E+3	24.2742E-9
1.45000E+3	24.2466E-9
1.45100E+3	24.2079E-9
1.45200E+3	24.1573E-9
1.45300E+3	24.1689E-9
1.45400E+3	24.2031E-9
1.45500E+3	24.2582E-9
1.45600E+3	24.1906E-9
1.45700E+3	24.1496E-9
1.45800E+3	24.1214E-9
1.45900E+3	24.1599E-9
1.46000E+3	24.1720E-9
1.46100E+3	24.1981E-9
1.46200E+3	24.1451E-9
1.46300E+3	24.0934E-9
1.46400E+3	24.0888E-9
1.46500E+3	24.1264E-9
1.46600E+3	24.1653E-9
1.46700E+3	24.1168E-9
1.46800E+3	24.1013E-9
1.46900E+3	24.0430E-9
1.47000E+3	24.0818E-9
1.47100E+3	24.0849E-9
1.47200E+3	24.1247E-9
1.47300E+3	24.0752E-9
1.47400E+3	24.0307E-9
1.47500E+3	24.0025E-9
1.47600E+3	24.0489E-9
1.47700E+3	24.0619E-9
1.47800E+3	24.0616E-9
1.47900E+3	24.0354E-9
1.48000E+3	23.9746E-9
1.48100E+3	23.9841E-9
1.48200E+3	24.0224E-9
1.48300E+3	24.0451E-9
1.48400E+3	24.0112E-9
1.48500E+3	23.9792E-9
1.48600E+3	23.9154E-9
1.48700E+3	23.9723E-9
1.48800E+3	23.9867E-9
1.48900E+3	23.9916E-9
1.49000E+3	23.9729E-9
1.49100E+3	23.9272E-9
1.49200E+3	23.9109E-9
1.49300E+3	23.9495E-9
1.49400E+3	23.9464E-9
1.49500E+3	23.9348E-9
1.49600E+3	23.9248E-9
1.49700E+3	23.8685E-9
1.49800E+3	23.8985E-9
1.49900E+3	23.8947E-9
1.50000E+3	23.8878E-9
1.50100E+3	23.8783E-9
1.50200E+3	23.8792E-9
1.50300E+3	23.8374E-9
1.50400E+3	23.8693E-9
1.50500E+3	23.8546E-9
1.50600E+3	23.8351E-9
1.50700E+3	23.8457E-9
1.50800E+3	23.8224E-9
1.50900E+3	23.8291E-9
1.51000E+3	23.8195E-9
1.51100E+3	23.7916E-9
1.51200E+3	23.7990E-9
1.51300E+3	23.8021E-9
1.51400E+3	23.7623E-9
1.51500E+3	23.7957E-9
1.51600E+3	23.7717E-9
1.51700E+3	23.7374E-9
1.51800E+3	23.7631E-9
1.51900E+3	23.7680E-9
1.52000E+3	23.7343E-9
1.52100E+3	23.7519E-9
1.52200E+3	23.7262E-9
1.52300E+3	23.7172E-9
1.52400E+3	23.7309E-9
1.52500E+3	23.7020E-9
1.52600E+3	23.7094E-9
1.52702E+3	23.6955E-9
1.52800E+3	23.6616E-9
1.52900E+3	23.6852E-9
1.53000E+3	23.6764E-9
1.53100E+3	23.6699E-9
1.53201E+3	23.6688E-9
1.53300E+3	23.6342E-9
1.53400E+3	23.6544E-9
1.53500E+3	23.6621E-9
1.53600E+3	23.6188E-9
1.53700E+3	23.6493E-9
1.53800E+3	23.6266E-9
1.53900E+3	23.5888E-9
1.54000E+3	23.6143E-9
1.54100E+3	23.6183E-9
1.54200E+3	23.5789E-9
1.54300E+3	23.5985E-9
1.54400E+3	23.5758E-9
1.54500E+3	23.5640E-9
1.54600E+3	23.5808E-9
1.54700E+3	23.5502E-9
1.54800E+3	23.5623E-9
1.54900E+3	23.5469E-9
1.55000E+3	23.5261E-9
1.55100E+3	23.5318E-9
1.55200E+3	23.5327E-9
1.55300E+3	23.4784E-9
1.55400E+3	23.5173E-9
1.55500E+3	23.5071E-9
1.55600E+3	23.4974E-9
1.55700E+3	23.4976E-9
1.55800E+3	23.4775E-9
1.55900E+3	23.4462E-9
1.56000E+3	23.4880E-9
1.56100E+3	23.4824E-9
1.56200E+3	23.4742E-9
1.56300E+3	23.4654E-9
1.56400E+3	23.3974E-9
1.56500E+3	23.4289E-9
1.56600E+3	23.4496E-9
1.56700E+3	23.4663E-9
1.56800E+3	23.4397E-9
1.56900E+3	23.4080E-9
1.57000E+3	23.3503E-9
1.57100E+3	23.4115E-9
1.57200E+3	23.4166E-9
1.57300E+3	23.4278E-9
1.57400E+3	23.3955E-9
1.57500E+3	23.3410E-9
1.57600E+3	23.3337E-9
1.57700E+3	23.3711E-9
1.57800E+3	23.3901E-9
1.57900E+3	23.3635E-9
1.58000E+3	23.3451E-9
1.58100E+3	23.2817E-9
1.58200E+3	23.3199E-9
1.58300E+3	23.3299E-9
1.58400E+3	23.3680E-9
1.58500E+3	23.3188E-9
1.58600E+3	23.2773E-9
1.58700E+3	23.2494E-9
1.58800E+3	23.2925E-9
1.58900E+3	23.3013E-9
1.59000E+3	23.3080E-9
1.59100E+3	23.2695E-9
1.59200E+3	23.2100E-9
1.59300E+3	23.2110E-9
1.59400E+3	23.2497E-9
1.59500E+3	23.2953E-9
1.59600E+3	23.2449E-9
1.59700E+3	23.2140E-9
1.59800E+3	23.1709E-9
1.59900E+3	23.1995E-9
1.60000E+3	23.2201E-9
1.60100E+3	23.2604E-9
1.60200E+3	23.1968E-9
1.60300E+3	23.1412E-9
1.60400E+3	23.1272E-9
1.60500E+3	23.1708E-9
1.60600E+3	23.2052E-9
1.60700E+3	23.1802E-9
1.60800E+3	23.1472E-9
1.60900E+3	23.0962E-9
1.61000E+3	23.1001E-9
1.61100E+3	23.1238E-9
1.61200E+3	23.1765E-9
1.61300E+3	23.1201E-9
1.61400E+3	23.0702E-9
1.61500E+3	23.0557E-9
1.61601E+3	23.0744E-9
1.61700E+3	23.1098E-9
1.61800E+3	23.1245E-9
1.61900E+3	23.0704E-9
1.62000E+3	23.0144E-9
1.62100E+3	23.0045E-9
1.62200E+3	23.0243E-9
1.62300E+3	23.0229E-9
1.62400E+3	23.0198E-9
1.62500E+3	23.0178E-9
1.62600E+3	23.0174E-9
1.62700E+3	23.0165E-9
1.62800E+3	23.0162E-9
1.62900E+3	23.0181E-9
1.63000E+3	23.0181E-9
1.63100E+3	23.0194E-9
1.63200E+3	23.0206E-9
1.63300E+3	23.0141E-9
1.63400E+3	23.0089E-9
1.63500E+3	22.9975E-9
1.63600E+3	22.9898E-9
1.63700E+3	22.9886E-9
1.63800E+3	22.9808E-9
1.63900E+3	22.9749E-9
1.64000E+3	22.9668E-9
1.64100E+3	22.9532E-9
1.64200E+3	22.9447E-9
1.64300E+3	22.9357E-9
1.64400E+3	22.9207E-9
1.64500E+3	22.9028E-9
1.64600E+3	22.8902E-9
1.64700E+3	22.8821E-9
1.64800E+3	22.8689E-9
1.64900E+3	22.8546E-9
1.65000E+3	22.8406E-9
1.65100E+3	22.8289E-9
1.65200E+3	22.8215E-9
1.65300E+3	22.8171E-9
1.65400E+3	22.8072E-9
1.65500E+3	22.7943E-9
1.65600E+3	22.7818E-9
1.65700E+3	22.7720E-9
1.65800E+3	22.7684E-9
1.65900E+3	22.7656E-9
1.66000E+3	22.7607E-9
1.66100E+3	22.7487E-9
1.66200E+3	22.7401E-9
1.66300E+3	22.7348E-9
1.66400E+3	22.7272E-9
1.66500E+3	22.7221E-9
1.66600E+3	22.7160E-9
1.66700E+3	22.7125E-9
1.66800E+3	22.7128E-9
1.66900E+3	22.7120E-9
1.67000E+3	22.7054E-9
1.67100E+3	22.7028E-9
1.67200E+3	22.6923E-9
1.67300E+3	22.6853E-9
1.67400E+3	22.6770E-9
1.67500E+3	22.6728E-9
1.67600E+3	22.6676E-9
1.67700E+3	22.6613E-9
1.67800E+3	22.6554E-9
1.67900E+3	22.6428E-9
1.68000E+3	22.6370E-9
1.68100E+3	22.6270E-9
1.68200E+3	22.6199E-9
1.68300E+3	22.6086E-9
1.68400E+3	22.5922E-9
1.68500E+3	22.5879E-9
1.68600E+3	22.5837E-9
1.68700E+3	22.5757E-9
1.68800E+3	22.5626E-9
1.68900E+3	22.5547E-9
1.69000E+3	22.5518E-9
1.69100E+3	22.5393E-9
1.69200E+3	22.5393E-9
1.69300E+3	22.5142E-9
1.69400E+3	22.5086E-9
1.69500E+3	22.4947E-9
1.69600E+3	22.4866E-9
1.69700E+3	22.4775E-9
1.69800E+3	22.4881E-9
1.69900E+3	22.4721E-9
1.70000E+3	22.4702E-9
1.70100E+3	22.4679E-9
1.70200E+3	22.4441E-9
1.70300E+3	22.4390E-9
1.70400E+3	22.4352E-9
1.70500E+3	22.4216E-9
1.70600E+3	22.4188E-9
1.70700E+3	22.4237E-9
1.70800E+3	22.4082E-9
1.70900E+3	22.4074E-9
1.71000E+3	22.3882E-9
1.71100E+3	22.3794E-9
1.71200E+3	22.3747E-9
1.71300E+3	22.3667E-9
1.71400E+3	22.3646E-9
1.71500E+3	22.3682E-9
1.71600E+3	22.3711E-9
1.71700E+3	22.3661E-9
1.71800E+3	22.3562E-9
1.71900E+3	22.3492E-9
1.72000E+3	22.3298E-9
1.72100E+3	22.3255E-9
1.72200E+3	22.3226E-9
1.72300E+3	22.3342E-9
1.72400E+3	22.3194E-9
1.72500E+3	22.3247E-9
1.72600E+3	22.3198E-9
1.72700E+3	22.3060E-9
1.72800E+3	22.3083E-9
1.72900E+3	22.2949E-9
1.73000E+3	22.2918E-9
1.73100E+3	22.2855E-9
1.73200E+3	22.2866E-9
1.73300E+3	22.2636E-9
1.73400E+3	22.2682E-9
1.73500E+3	22.2495E-9
1.73600E+3	22.2568E-9
1.73700E+3	22.2564E-9
1.73800E+3	22.2395E-9
1.73900E+3	22.2319E-9
1.74000E+3	22.2357E-9
1.74100E+3	22.2112E-9
1.74200E+3	22.2040E-9
1.74300E+3	22.2000E-9
1.74400E+3	22.1870E-9
1.74500E+3	22.1979E-9
1.74600E+3	22.1988E-9
1.74700E+3	22.1912E-9
1.74800E+3	22.1861E-9
1.74900E+3	22.1719E-9
1.75000E+3	22.1506E-9
1.75100E+3	22.1453E-9
1.75200E+3	22.1285E-9
1.75300E+3	22.1399E-9
1.75400E+3	22.1480E-9
1.75500E+3	22.1315E-9
1.75600E+3	22.1260E-9
1.75700E+3	22.1270E-9
1.75800E+3	22.0992E-9
1.75900E+3	22.0731E-9
1.76000E+3	22.0742E-9
1.76100E+3	22.0636E-9
1.76200E+3	22.0681E-9
1.76300E+3	22.0837E-9
1.76400E+3	22.0692E-9
1.76500E+3	22.0777E-9
1.76600E+3	22.0571E-9
1.76700E+3	22.0497E-9
1.76800E+3	22.0329E-9
1.76900E+3	22.0264E-9
1.77000E+3	22.0343E-9
1.77100E+3	22.0266E-9
1.77200E+3	22.0371E-9
1.77300E+3	22.0152E-9
1.77400E+3	22.0119E-9
