Experiment	LongTerm Data	
Date	05.01.2016 16:35:53	
User		
Base Timestamp	2016-01-05 15:36:27.26	

[DATA]
Rel. Time (s)	Z (m)
2.64500E+3	16.2428E-9
2.64600E+3	16.2015E-9
2.64700E+3	16.1278E-9
2.64800E+3	16.0749E-9
2.64900E+3	16.0317E-9
2.65000E+3	16.0616E-9
2.65100E+3	16.1000E-9
2.65200E+3	16.1515E-9
2.65300E+3	16.1814E-9
2.65400E+3	16.1631E-9
2.65500E+3	16.1110E-9
2.65600E+3	16.0513E-9
2.65700E+3	15.9997E-9
2.65800E+3	15.9808E-9
2.65900E+3	16.0195E-9
2.66000E+3	16.0537E-9
2.66100E+3	16.0945E-9
2.66200E+3	16.1136E-9
2.66300E+3	16.0739E-9
2.66400E+3	16.0193E-9
2.66500E+3	15.9610E-9
2.66600E+3	15.9131E-9
2.66700E+3	15.9238E-9
2.66800E+3	15.9600E-9
2.66900E+3	15.9986E-9
2.67000E+3	16.0323E-9
2.67100E+3	16.0335E-9
2.67200E+3	15.9837E-9
2.67300E+3	15.9313E-9
2.67400E+3	15.8815E-9
2.67500E+3	15.8542E-9
2.67600E+3	15.8722E-9
2.67700E+3	15.9148E-9
2.67800E+3	15.9521E-9
2.67900E+3	15.9867E-9
2.68000E+3	15.9582E-9
2.68100E+3	15.9010E-9
2.68200E+3	15.8497E-9
2.68300E+3	15.8089E-9
2.68400E+3	15.8035E-9
2.68500E+3	15.8282E-9
2.68600E+3	15.8701E-9
2.68700E+3	15.9073E-9
2.68800E+3	15.9234E-9
2.68900E+3	15.8872E-9
2.69000E+3	15.8372E-9
2.69100E+3	15.7722E-9
2.69200E+3	15.7600E-9
2.69300E+3	15.7530E-9
2.69400E+3	15.7854E-9
2.69500E+3	15.8381E-9
2.69600E+3	15.8678E-9
2.69700E+3	15.8623E-9
2.69800E+3	15.8218E-9
2.69900E+3	15.7505E-9
2.70000E+3	15.7072E-9
2.70100E+3	15.6959E-9
2.70200E+3	15.6940E-9
2.70300E+3	15.7529E-9
2.70400E+3	15.8026E-9
2.70500E+3	15.8106E-9
2.70600E+3	15.8025E-9
2.70700E+3	15.7498E-9
2.70800E+3	15.6655E-9
2.70900E+3	15.6408E-9
2.71000E+3	15.6329E-9
2.71100E+3	15.6487E-9
2.71200E+3	15.7242E-9
2.71300E+3	15.7609E-9
2.71401E+3	15.7538E-9
2.71500E+3	15.7425E-9
2.71600E+3	15.6612E-9
2.71700E+3	15.5898E-9
2.71800E+3	15.5781E-9
2.71901E+3	15.5702E-9
2.72000E+3	15.6151E-9
2.72100E+3	15.6929E-9
2.72200E+3	15.6990E-9
2.72300E+3	15.6954E-9
2.72400E+3	15.6629E-9
2.72500E+3	15.5722E-9
2.72600E+3	15.5250E-9
2.72701E+3	15.5151E-9
2.72800E+3	15.5334E-9
2.72900E+3	15.5900E-9
2.73000E+3	15.6530E-9
2.73100E+3	15.6486E-9
2.73200E+3	15.6426E-9
2.73300E+3	15.5828E-9
2.73400E+3	15.5072E-9
2.73500E+3	15.4653E-9
2.73600E+3	15.4665E-9
2.73700E+3	15.5034E-9
2.73800E+3	15.5802E-9
2.73900E+3	15.6102E-9
2.74000E+3	15.6046E-9
2.74100E+3	15.5813E-9
2.74200E+3	15.5166E-9
2.74300E+3	15.4468E-9
2.74400E+3	15.4131E-9
2.74500E+3	15.4340E-9
2.74600E+3	15.4906E-9
2.74700E+3	15.5451E-9
2.74800E+3	15.5673E-9
2.74900E+3	15.5630E-9
2.75000E+3	15.5214E-9
2.75100E+3	15.4319E-9
2.75200E+3	15.3681E-9
2.75300E+3	15.3553E-9
2.75400E+3	15.3906E-9
2.75500E+3	15.4738E-9
2.75600E+3	15.5263E-9
2.75700E+3	15.5470E-9
2.75800E+3	15.5138E-9
2.75900E+3	15.4457E-9
2.76000E+3	15.3517E-9
2.76100E+3	15.2930E-9
2.76200E+3	15.3039E-9
2.76300E+3	15.3650E-9
2.76400E+3	15.4484E-9
2.76500E+3	15.4948E-9
2.76600E+3	15.4971E-9
2.76700E+3	15.4469E-9
2.76800E+3	15.3590E-9
2.76900E+3	15.2695E-9
2.77000E+3	15.2312E-9
2.77100E+3	15.2645E-9
2.77200E+3	15.3478E-9
2.77300E+3	15.4194E-9
2.77400E+3	15.4623E-9
2.77500E+3	15.4372E-9
2.77600E+3	15.3606E-9
2.77700E+3	15.2684E-9
2.77800E+3	15.1860E-9
2.77900E+3	15.1778E-9
2.78000E+3	15.2366E-9
2.78100E+3	15.3154E-9
2.78200E+3	15.3936E-9
2.78300E+3	15.4093E-9
2.78400E+3	15.3704E-9
2.78500E+3	15.2709E-9
2.78600E+3	15.1808E-9
2.78700E+3	15.1243E-9
2.78800E+3	15.1437E-9
2.78901E+3	15.1349E-9
2.79000E+3	15.2144E-9
2.79100E+3	15.2952E-9
2.79200E+3	15.3530E-9
2.79300E+3	15.3432E-9
2.79400E+3	15.2618E-9
2.79500E+3	15.1689E-9
2.79600E+3	15.0799E-9
2.79700E+3	15.0580E-9
2.79800E+3	15.1032E-9
2.79900E+3	15.1873E-9
2.80000E+3	15.2667E-9
2.80100E+3	15.2878E-9
2.80200E+3	15.2566E-9
2.80300E+3	15.1671E-9
2.80400E+3	15.0713E-9
2.80500E+3	15.0054E-9
2.80601E+3	15.0057E-9
2.80700E+3	15.0737E-9
2.80800E+3	15.1532E-9
2.80900E+3	15.2154E-9
2.81000E+3	15.2210E-9
2.81100E+3	15.1646E-9
2.81200E+3	15.0723E-9
2.81300E+3	14.9779E-9
2.81400E+3	14.9398E-9
2.81500E+3	14.9619E-9
2.81601E+3	15.0420E-9
2.81700E+3	15.1167E-9
2.81800E+3	15.1600E-9
2.81901E+3	15.1374E-9
2.82000E+3	15.0706E-9
2.82100E+3	14.9785E-9
2.82200E+3	14.8914E-9
2.82300E+3	14.8766E-9
2.82401E+3	14.9285E-9
2.82500E+3	15.0074E-9
2.82601E+3	15.0687E-9
2.82700E+3	15.0947E-9
2.82800E+3	15.0515E-9
2.82900E+3	14.9780E-9
2.83000E+3	14.8837E-9
2.83100E+3	14.8258E-9
2.83202E+3	14.8336E-9
2.83300E+3	14.8996E-9
2.83400E+3	14.9782E-9
2.83500E+3	15.0167E-9
2.83600E+3	15.0188E-9
2.83700E+3	14.9694E-9
2.83800E+3	14.8859E-9
2.83900E+3	14.8017E-9
2.84000E+3	14.7548E-9
2.84100E+3	14.7873E-9
2.84200E+3	14.8625E-9
2.84300E+3	14.9224E-9
2.84400E+3	14.9475E-9
2.84500E+3	14.9355E-9
2.84600E+3	14.8808E-9
2.84700E+3	14.7881E-9
2.84800E+3	14.7227E-9
2.84900E+3	14.7065E-9
2.85000E+3	14.7501E-9
2.85100E+3	14.8298E-9
2.85200E+3	14.8650E-9
2.85300E+3	14.8671E-9
2.85400E+3	14.8430E-9
2.85500E+3	14.7802E-9
2.85600E+3	14.7005E-9
2.85700E+3	14.6567E-9
2.85800E+3	14.6666E-9
2.85900E+3	14.7126E-9
2.86000E+3	14.7713E-9
2.86100E+3	14.7911E-9
2.86200E+3	14.7842E-9
2.86300E+3	14.7521E-9
2.86400E+3	14.6721E-9
2.86500E+3	14.6127E-9
2.86600E+3	14.5884E-9
2.86700E+3	14.6083E-9
2.86800E+3	14.6659E-9
2.86900E+3	14.7228E-9
2.87000E+3	14.7226E-9
2.87100E+3	14.7163E-9
2.87200E+3	14.6614E-9
2.87300E+3	14.5786E-9
2.87400E+3	14.5299E-9
2.87500E+3	14.5215E-9
2.87600E+3	14.5531E-9
2.87700E+3	14.6226E-9
2.87800E+3	14.6659E-9
2.87900E+3	14.6598E-9
2.88000E+3	14.6473E-9
2.88100E+3	14.5651E-9
2.88200E+3	14.4987E-9
2.88300E+3	14.4746E-9
2.88400E+3	14.4757E-9
2.88500E+3	14.5141E-9
2.88600E+3	14.5882E-9
2.88700E+3	14.6018E-9
2.88800E+3	14.5972E-9
2.88900E+3	14.5659E-9
2.89000E+3	14.4745E-9
2.89100E+3	14.4262E-9
2.89200E+3	14.4192E-9
2.89300E+3	14.4225E-9
2.89400E+3	14.4847E-9
2.89500E+3	14.5405E-9
2.89600E+3	14.5379E-9
2.89700E+3	14.5347E-9
2.89800E+3	14.4777E-9
2.89900E+3	14.3897E-9
2.90000E+3	14.3697E-9
2.90100E+3	14.3633E-9
2.90200E+3	14.3822E-9
2.90300E+3	14.4595E-9
2.90400E+3	14.4915E-9
2.90500E+3	14.4878E-9
2.90600E+3	14.4632E-9
2.90700E+3	14.3904E-9
2.90800E+3	14.3196E-9
2.90901E+3	14.3147E-9
2.91000E+3	14.3099E-9
2.91100E+3	14.3491E-9
2.91200E+3	14.4091E-9
2.91300E+3	14.4270E-9
2.91400E+3	14.4180E-9
2.91500E+3	14.3744E-9
2.91601E+3	14.2917E-9
2.91700E+3	14.2545E-9
2.91800E+3	14.2475E-9
2.91900E+3	14.2542E-9
2.92000E+3	14.3214E-9
2.92100E+3	14.3575E-9
2.92200E+3	14.3662E-9
2.92300E+3	14.3429E-9
2.92400E+3	14.2839E-9
2.92500E+3	14.2125E-9
2.92600E+3	14.1947E-9
2.92700E+3	14.1885E-9
2.92800E+3	14.2119E-9
2.92900E+3	14.2622E-9
2.93000E+3	14.2982E-9
2.93100E+3	14.2957E-9
2.93200E+3	14.2516E-9
2.93300E+3	14.1975E-9
2.93400E+3	14.1429E-9
2.93500E+3	14.1342E-9
2.93600E+3	14.1323E-9
2.93700E+3	14.1745E-9
2.93800E+3	14.2163E-9
2.93900E+3	14.2477E-9
2.94000E+3	14.2222E-9
2.94100E+3	14.1719E-9
2.94200E+3	14.1272E-9
2.94300E+3	14.0841E-9
2.94400E+3	14.0737E-9
2.94500E+3	14.1003E-9
2.94600E+3	14.1336E-9
2.94700E+3	14.1727E-9
2.94800E+3	14.1925E-9
2.94900E+3	14.1520E-9
2.95000E+3	14.0956E-9
2.95100E+3	14.0456E-9
2.95200E+3	14.0040E-9
2.95300E+3	14.0092E-9
2.95400E+3	14.0507E-9
2.95500E+3	14.0858E-9
2.95600E+3	14.1243E-9
2.95700E+3	14.1282E-9
2.95800E+3	14.0800E-9
2.95900E+3	14.0259E-9
2.96000E+3	13.9753E-9
2.96100E+3	13.9418E-9
2.96200E+3	13.9728E-9
2.96300E+3	14.0093E-9
2.96400E+3	14.0546E-9
2.96500E+3	14.0838E-9
2.96600E+3	14.0591E-9
2.96700E+3	14.0070E-9
2.96800E+3	13.9464E-9
2.96900E+3	13.8950E-9
2.97000E+3	13.8857E-9
2.97100E+3	13.9233E-9
2.97200E+3	13.9725E-9
2.97300E+3	14.0160E-9
2.97400E+3	14.0235E-9
2.97500E+3	13.9902E-9
2.97600E+3	13.9200E-9
2.97700E+3	13.8688E-9
2.97800E+3	13.8187E-9
2.97900E+3	13.8411E-9
2.98000E+3	13.8789E-9
2.98100E+3	13.9434E-9
2.98200E+3	13.9733E-9
2.98300E+3	13.9678E-9
2.98400E+3	13.9219E-9
2.98500E+3	13.8427E-9
2.98600E+3	13.7906E-9
2.98700E+3	13.7600E-9
2.98800E+3	13.7946E-9
2.98900E+3	13.8413E-9
2.99000E+3	13.9082E-9
2.99100E+3	13.9187E-9
2.99200E+3	13.9055E-9
2.99300E+3	13.8339E-9
2.99400E+3	13.7583E-9
2.99500E+3	13.7077E-9
2.99600E+3	13.7054E-9
2.99700E+3	13.7435E-9
2.99800E+3	13.8128E-9
2.99900E+3	13.8680E-9
3.00000E+3	13.8658E-9
3.00100E+3	13.8384E-9
3.00200E+3	13.7470E-9
3.00300E+3	13.6714E-9
3.00400E+3	13.6285E-9
3.00500E+3	13.6474E-9
3.00600E+3	13.7024E-9
3.00700E+3	13.7663E-9
3.00800E+3	13.8582E-9
3.00900E+3	13.8547E-9
3.01001E+3	13.7225E-9
3.01100E+3	13.7988E-9
3.01200E+3	13.8620E-9
3.01300E+3	13.8968E-9
3.01400E+3	13.8925E-9
3.01500E+3	13.8836E-9
3.01600E+3	13.8745E-9
3.01700E+3	13.8630E-9
3.01800E+3	13.8335E-9
3.01900E+3	13.4342E-9
3.02000E+3	13.4361E-9
3.02100E+3	13.4550E-9
3.02200E+3	13.4469E-9
3.02300E+3	13.4492E-9
3.02400E+3	13.4309E-9
3.02500E+3	13.4379E-9
3.02600E+3	13.3910E-9
3.02700E+3	13.4425E-9
3.02800E+3	13.3425E-9
3.02900E+3	13.4319E-9
3.03000E+3	13.4955E-9
3.03100E+3	13.2778E-9
3.03200E+3	13.4613E-9
3.03300E+3	13.3693E-9
3.03400E+3	13.2949E-9
3.03500E+3	13.2545E-9
3.03600E+3	13.2795E-9
3.03700E+3	13.3180E-9
3.03800E+3	13.3972E-9
3.03900E+3	13.2100E-9
3.04000E+3	13.2543E-9
3.04100E+3	13.3408E-9
3.04200E+3	13.4034E-9
3.04300E+3	13.3973E-9
3.04400E+3	13.3653E-9
3.04500E+3	13.2722E-9
3.04600E+3	13.2053E-9
3.04700E+3	13.1716E-9
3.04800E+3	13.3734E-9
3.04900E+3	13.2438E-9
3.05000E+3	13.3160E-9
3.05100E+3	13.1688E-9
3.05200E+3	13.3482E-9
3.05300E+3	13.2793E-9
3.05400E+3	13.1858E-9
3.05500E+3	13.1444E-9
3.05600E+3	13.1195E-9
3.05700E+3	13.1564E-9
3.05800E+3	13.2159E-9
3.05900E+3	13.2923E-9
3.06000E+3	13.3072E-9
3.06100E+3	13.2794E-9
3.06200E+3	13.2063E-9
3.06300E+3	13.1416E-9
3.06400E+3	13.0946E-9
3.06500E+3	13.1062E-9
3.06600E+3	13.1436E-9
3.06700E+3	13.2112E-9
3.06800E+3	13.2501E-9
3.06900E+3	13.2518E-9
3.07000E+3	13.2094E-9
3.07100E+3	13.1379E-9
3.07200E+3	13.0949E-9
3.07300E+3	13.0503E-9
3.07400E+3	13.0848E-9
3.07500E+3	13.1224E-9
3.07600E+3	13.1101E-9
3.07700E+3	13.2088E-9
3.07800E+3	13.1892E-9
3.07900E+3	13.1383E-9
3.08000E+3	13.0815E-9
3.08100E+3	13.0322E-9
3.08200E+3	13.0192E-9
3.08300E+3	13.0559E-9
3.08400E+3	13.1012E-9
3.08500E+3	13.1436E-9
3.08600E+3	12.9988E-9
3.08700E+3	12.9948E-9
3.08800E+3	13.0308E-9
3.08900E+3	13.0830E-9
3.09000E+3	13.1211E-9
3.09100E+3	13.1389E-9
3.09200E+3	13.0921E-9
3.09300E+3	13.0373E-9
3.09400E+3	12.9771E-9
3.09500E+3	12.9492E-9
3.09600E+3	12.9613E-9
3.09700E+3	13.0122E-9
3.09800E+3	13.0618E-9
3.09900E+3	13.1005E-9
3.10000E+3	13.0871E-9
3.10100E+3	13.0405E-9
3.10200E+3	12.9706E-9
3.10300E+3	12.9175E-9
3.10400E+3	12.9104E-9
3.10500E+3	12.9259E-9
3.10600E+3	12.9936E-9
3.10700E+3	13.0372E-9
3.10800E+3	13.0626E-9
3.10900E+3	13.0300E-9
3.11000E+3	12.9771E-9
3.11100E+3	12.8903E-9
3.11200E+3	12.8671E-9
3.11300E+3	12.8587E-9
3.11400E+3	12.8988E-9
3.11500E+3	12.9711E-9
3.11600E+3	13.0089E-9
3.11700E+3	13.0102E-9
3.11800E+3	12.9693E-9
3.11900E+3	12.8978E-9
3.12000E+3	12.8265E-9
3.12100E+3	12.8178E-9
3.12200E+3	12.8146E-9
3.12300E+3	12.8798E-9
3.12400E+3	12.9464E-9
3.12500E+3	12.9668E-9
3.12600E+3	12.9594E-9
3.12700E+3	12.9074E-9
3.12800E+3	12.8261E-9
3.12900E+3	12.7769E-9
3.13000E+3	12.7746E-9
3.13100E+3	12.7871E-9
3.13200E+3	12.8653E-9
3.13300E+3	12.9289E-9
3.13400E+3	12.9287E-9
3.13500E+3	12.9192E-9
3.13600E+3	12.8423E-9
3.13700E+3	12.7598E-9
3.13800E+3	12.7372E-9
3.13900E+3	12.7314E-9
3.14000E+3	12.7771E-9
3.14100E+3	12.8587E-9
3.14200E+3	12.8909E-9
3.14300E+3	12.8861E-9
3.14400E+3	12.8533E-9
3.14500E+3	12.7544E-9
3.14600E+3	12.6936E-9
3.14700E+3	12.6762E-9
3.14800E+3	12.6936E-9
3.14900E+3	12.7587E-9
3.15000E+3	12.8409E-9
3.15100E+3	12.8463E-9
3.15200E+3	12.8410E-9
3.15300E+3	12.7775E-9
3.15400E+3	12.6872E-9
3.15500E+3	12.6404E-9
3.15600E+3	12.6330E-9
3.15700E+3	12.6694E-9
3.15800E+3	12.7485E-9
3.15901E+3	12.8092E-9
3.16000E+3	12.8047E-9
3.16100E+3	12.7832E-9
3.16200E+3	12.6998E-9
3.16300E+3	12.6197E-9
3.16400E+3	12.5807E-9
3.16500E+3	12.5972E-9
3.16600E+3	12.6512E-9
3.16700E+3	12.7464E-9
3.16800E+3	12.7748E-9
3.16900E+3	12.7715E-9
3.17000E+3	12.7311E-9
3.17100E+3	12.6295E-9
3.17200E+3	12.5664E-9
3.17300E+3	12.5355E-9
3.17400E+3	12.5726E-9
3.17500E+3	12.6505E-9
3.17600E+3	12.7227E-9
3.17700E+3	12.7460E-9
3.17800E+3	12.7222E-9
3.17900E+3	12.6638E-9
3.18000E+3	12.5641E-9
3.18100E+3	12.5089E-9
3.18200E+3	12.5056E-9
3.18300E+3	12.5561E-9
3.18400E+3	12.6459E-9
3.18500E+3	12.6900E-9
3.18600E+3	12.7013E-9
3.18700E+3	12.6627E-9
3.18800E+3	12.5806E-9
3.18900E+3	12.5004E-9
3.19000E+3	12.4517E-9
3.19100E+3	12.4772E-9
3.19200E+3	12.5572E-9
3.19300E+3	12.6402E-9
3.19400E+3	12.6733E-9
3.19500E+3	12.6630E-9
3.19600E+3	12.6006E-9
3.19700E+3	12.5111E-9
3.19800E+3	12.4209E-9
3.19900E+3	12.4047E-9
3.20000E+3	12.4617E-9
3.20100E+3	12.5397E-9
3.20200E+3	12.6123E-9
3.20300E+3	12.6447E-9
3.20400E+3	12.6072E-9
3.20500E+3	12.5258E-9
3.20600E+3	12.4327E-9
3.20700E+3	12.3571E-9
3.20800E+3	12.3629E-9
3.20900E+3	12.4428E-9
3.21000E+3	12.5246E-9
3.21100E+3	12.5940E-9
3.21200E+3	12.6106E-9
3.21300E+3	12.5411E-9
3.21400E+3	12.4477E-9
3.21500E+3	12.3581E-9
3.21600E+3	12.3125E-9
3.21700E+3	12.3459E-9
3.21800E+3	12.4288E-9
3.21900E+3	12.5061E-9
3.22000E+3	12.5660E-9
3.22100E+3	12.5472E-9
3.22200E+3	12.4602E-9
3.22300E+3	12.3662E-9
3.22400E+3	12.2836E-9
3.22500E+3	12.2658E-9
3.22600E+3	12.3237E-9
3.22700E+3	12.4033E-9
3.22800E+3	12.4838E-9
3.22900E+3	12.5161E-9
3.23000E+3	12.4668E-9
3.23100E+3	12.3764E-9
3.23200E+3	12.2855E-9
3.23300E+3	12.2281E-9
3.23400E+3	12.2442E-9
3.23500E+3	12.3102E-9
3.23600E+3	12.3909E-9
3.23700E+3	12.4663E-9
3.23800E+3	12.4704E-9
3.23900E+3	12.3943E-9
3.24000E+3	12.3034E-9
3.24100E+3	12.2280E-9
3.24200E+3	12.1937E-9
3.24300E+3	12.2261E-9
3.24401E+3	12.2952E-9
3.24500E+3	12.3758E-9
3.24600E+3	12.4251E-9
3.24700E+3	12.3982E-9
3.24800E+3	12.3145E-9
3.24900E+3	12.2164E-9
3.25000E+3	12.1670E-9
3.25100E+3	12.1623E-9
3.25200E+3	12.1998E-9
3.25300E+3	12.2852E-9
3.25400E+3	12.3550E-9
3.25500E+3	12.3774E-9
3.25600E+3	12.3289E-9
3.25700E+3	12.2395E-9
3.25800E+3	12.1552E-9
3.25900E+3	12.1215E-9
3.26000E+3	12.1213E-9
3.26100E+3	12.1716E-9
3.26201E+3	12.2653E-9
3.26300E+3	12.3178E-9
3.26400E+3	12.3181E-9
3.26500E+3	12.2549E-9
3.26600E+3	12.1528E-9
3.26700E+3	12.0904E-9
3.26800E+3	12.0858E-9
3.26900E+3	12.0788E-9
3.27000E+3	12.0890E-9
3.27100E+3	12.1718E-9
3.27200E+3	12.2410E-9
3.27300E+3	12.2667E-9
3.27400E+3	12.2262E-9
3.27500E+3	12.1434E-9
3.27600E+3	12.0433E-9
3.27700E+3	12.0005E-9
3.27800E+3	11.9957E-9
3.27900E+3	12.0288E-9
3.28000E+3	12.1183E-9
3.28100E+3	12.1743E-9
3.28200E+3	12.1808E-9
3.28300E+3	12.1303E-9
3.28400E+3	12.0314E-9
3.28500E+3	11.9514E-9
3.28600E+3	11.9124E-9
3.28700E+3	11.9317E-9
3.28800E+3	11.9960E-9
3.28900E+3	12.0755E-9
3.29000E+3	12.1210E-9
3.29100E+3	12.0981E-9
3.29200E+3	12.0214E-9
3.29300E+3	11.9216E-9
3.29400E+3	11.8616E-9
3.29500E+3	11.8489E-9
3.29600E+3	11.8774E-9
3.29700E+3	11.9536E-9
3.29800E+3	12.0293E-9
3.29900E+3	12.0588E-9
3.30000E+3	12.0089E-9
3.30100E+3	11.9148E-9
3.30200E+3	11.8226E-9
3.30300E+3	11.7740E-9
3.30400E+3	11.7791E-9
3.30500E+3	11.8249E-9
3.30600E+3	11.9061E-9
3.30700E+3	11.9709E-9
3.30800E+3	11.9723E-9
3.30900E+3	11.8961E-9
3.31000E+3	11.8016E-9
3.31100E+3	11.7178E-9
3.31200E+3	11.6753E-9
3.31300E+3	11.7068E-9
3.31400E+3	11.7810E-9
3.31500E+3	11.8579E-9
3.31600E+3	11.9113E-9
3.31700E+3	11.8845E-9
3.31800E+3	11.7912E-9
3.31900E+3	11.6992E-9
3.32000E+3	11.6284E-9
3.32100E+3	11.6152E-9
3.32200E+3	11.6624E-9
3.32301E+3	11.7406E-9
3.32400E+3	11.8203E-9
3.32500E+3	11.8425E-9
3.32600E+3	11.7827E-9
3.32700E+3	11.6897E-9
3.32800E+3	11.5937E-9
3.32900E+3	11.5349E-9
3.33000E+3	11.5520E-9
3.33100E+3	11.6187E-9
3.33200E+3	11.6956E-9
3.33300E+3	11.7668E-9
3.33400E+3	11.7605E-9
3.33500E+3	11.6722E-9
3.33601E+3	11.5850E-9
3.33700E+3	11.4889E-9
3.33800E+3	11.4484E-9
3.33900E+3	11.4976E-9
3.34000E+3	11.5722E-9
3.34100E+3	11.6500E-9
3.34200E+3	11.6986E-9
3.34300E+3	11.6607E-9
3.34400E+3	11.5676E-9
3.34500E+3	11.4752E-9
3.34600E+3	11.3909E-9
3.34700E+3	11.3834E-9
3.34800E+3	11.4585E-9
3.34900E+3	11.5316E-9
3.35000E+3	11.6034E-9
3.35100E+3	11.6231E-9
3.35200E+3	11.5614E-9
3.35300E+3	11.4722E-9
3.35400E+3	11.3730E-9
3.35500E+3	11.3191E-9
3.35600E+3	11.3348E-9
3.35700E+3	11.4140E-9
3.35800E+3	11.4930E-9
3.35900E+3	11.5437E-9
3.36000E+3	11.5276E-9
3.36100E+3	11.4563E-9
3.36200E+3	11.3634E-9
3.36300E+3	11.2656E-9
3.36400E+3	11.2445E-9
3.36500E+3	11.2845E-9
3.36600E+3	11.3621E-9
3.36700E+3	11.4300E-9
3.36800E+3	11.4623E-9
3.36900E+3	11.4244E-9
3.37000E+3	11.3451E-9
3.37100E+3	11.2486E-9
3.37200E+3	11.1720E-9
3.37300E+3	11.1697E-9
3.37400E+3	11.2385E-9
3.37500E+3	11.3174E-9
3.37600E+3	11.3655E-9
3.37700E+3	11.3753E-9
3.37800E+3	11.3226E-9
3.37900E+3	11.2305E-9
3.38000E+3	11.1449E-9
3.38100E+3	11.1021E-9
3.38200E+3	11.1275E-9
3.38300E+3	11.1988E-9
3.38400E+3	11.2763E-9
3.38500E+3	11.3097E-9
3.38600E+3	11.2896E-9
3.38700E+3	11.2370E-9
3.38800E+3	11.1425E-9
3.38900E+3	11.0645E-9
3.39000E+3	11.0409E-9
3.39100E+3	11.0846E-9
3.39200E+3	11.1611E-9
3.39300E+3	11.2137E-9
3.39400E+3	11.2259E-9
3.39500E+3	11.1899E-9
3.39600E+3	11.1180E-9
3.39700E+3	11.0253E-9
3.39800E+3	10.9677E-9
3.39900E+3	10.9793E-9
3.40000E+3	11.0355E-9
3.40100E+3	11.1103E-9
3.40200E+3	11.1425E-9
3.40300E+3	11.1391E-9
3.40400E+3	11.0928E-9
3.40500E+3	11.0110E-9
3.40600E+3	10.9371E-9
3.40700E+3	10.8940E-9
3.40800E+3	10.9221E-9
3.40900E+3	10.9844E-9
3.41000E+3	11.0456E-9
3.41100E+3	11.0600E-9
3.41200E+3	11.0497E-9
3.41300E+3	10.9954E-9
3.41400E+3	10.8992E-9
3.41500E+3	10.8477E-9
3.41600E+3	10.8338E-9
3.41700E+3	10.8678E-9
3.41800E+3	10.9408E-9
3.41900E+3	10.9887E-9
3.42000E+3	10.9868E-9
3.42100E+3	10.9681E-9
3.42200E+3	10.8855E-9
3.42300E+3	10.8009E-9
3.42400E+3	10.7558E-9
3.42500E+3	10.7656E-9
3.42600E+3	10.8028E-9
3.42700E+3	10.8862E-9
3.42800E+3	10.9138E-9
3.42900E+3	10.9050E-9
3.43000E+3	10.8668E-9
3.43100E+3	10.7675E-9
3.43200E+3	10.7091E-9
3.43300E+3	10.6813E-9
3.43400E+3	10.6998E-9
3.43500E+3	10.7590E-9
3.43600E+3	10.8302E-9
3.43700E+3	10.8311E-9
3.43800E+3	10.8206E-9
3.43900E+3	10.7512E-9
3.44000E+3	10.6591E-9
3.44100E+3	10.6116E-9
3.44200E+3	10.6032E-9
3.44300E+3	10.6322E-9
3.44400E+3	10.7072E-9
3.44500E+3	10.7628E-9
3.44600E+3	10.7545E-9
3.44700E+3	10.7384E-9
3.44800E+3	10.6480E-9
3.44900E+3	10.5675E-9
3.45000E+3	10.5462E-9
3.45100E+3	10.5425E-9
3.45200E+3	10.5945E-9
3.45300E+3	10.6691E-9
3.45400E+3	10.6891E-9
3.45500E+3	10.6763E-9
3.45600E+3	10.6361E-9
3.45700E+3	10.5448E-9
3.45800E+3	10.4777E-9
3.45900E+3	10.4686E-9
3.46000E+3	10.4648E-9
3.46100E+3	10.5419E-9
3.46200E+3	10.5998E-9
3.46300E+3	10.6079E-9
3.46400E+3	10.5931E-9
3.46500E+3	10.5296E-9
3.46600E+3	10.4373E-9
3.46700E+3	10.4112E-9
3.46800E+3	10.4037E-9
3.46900E+3	10.4277E-9
3.47000E+3	10.4988E-9
3.47100E+3	10.5329E-9
3.47200E+3	10.5279E-9
3.47300E+3	10.4911E-9
3.47400E+3	10.4219E-9
3.47500E+3	10.3426E-9
3.47600E+3	10.3348E-9
3.47700E+3	10.3273E-9
3.47800E+3	10.3785E-9
3.47900E+3	10.4316E-9
3.48000E+3	10.4580E-9
3.48100E+3	10.4438E-9
3.48200E+3	10.3951E-9
3.48300E+3	10.3243E-9
3.48400E+3	10.2722E-9
3.48500E+3	10.2662E-9
3.48600E+3	10.2707E-9
3.48700E+3	10.3308E-9
3.48800E+3	10.3663E-9
3.48900E+3	10.3840E-9
3.49000E+3	10.3520E-9
3.49100E+3	10.3006E-9
3.49200E+3	10.2289E-9
3.49300E+3	10.2011E-9
3.49400E+3	10.1941E-9
3.49500E+3	10.2226E-9
3.49600E+3	10.2735E-9
3.49700E+3	10.3086E-9
3.49800E+3	10.4082E-9
3.49900E+3	10.4705E-9
3.50000E+3	10.4639E-9
3.50100E+3	10.4570E-9
3.50200E+3	10.4503E-9
3.50300E+3	10.4434E-9
3.50400E+3	10.4362E-9
3.50500E+3	10.4295E-9
3.50600E+3	10.4222E-9
3.50700E+3	10.4180E-9
3.50800E+3	10.4106E-9
3.50900E+3	10.4057E-9
3.51000E+3	10.3983E-9
3.51100E+3	10.3932E-9
3.51200E+3	10.3885E-9
3.51300E+3	10.3821E-9
3.51400E+3	10.3775E-9
